cluster	tablet	objectId	signs
2	154945	P005152	1(N14) 1(N34) 1(N60) 2(N01) 2(N03) 2(N14) 2(N34) 2(N52) 3(N14) 3(N20) 4(N01) 4(N14) 5(N01) 5(N18) 6(N01) 6(N20) 8(N01) 9(N14) DU DUR~b EN~a GAL~a GI KID~b ME~a NI~a PA~a RU SZU2 U4 UB UDU~a ZATU753
2	154946	P005153	1(N14) 1(N34) 1(N57) 1(N60) 2(N01) 2(N14) 2(N52) 3(N14) 3(N34) 5(N01) 6(N20) 8(N01) 9(N20) DUR~b GI KASZ~b SZU2 U4 UDU~a
2	154947	P005154	1(N14) 1(N47) 1(N57) 1(N60) 2(N01) 2(N03) 2(N14) 2(N52) 3(N05) 4(N01) 5(N18) 5(N20) 6(N01) GI KASZ~b KID~b ME~a NI~a RU U4 ZATU753
2	154949	P005156	1(N05) 1(N14) 1(N18) 1(N20) 1(N38) 1(N45) 1(N52) 1(N58) 2(N03) 2(N14) 2(N20) 2(N52) 3(N14) 3(N57) 4(N01) 4(N14) 4(N20) 4(N39~a) 4(N57) 5(N01) 5(N05) 5(N57) 6(N01) 9(N14) AB~a BAD~a BAR DUR~b EN~a ERIN GI GIBIL GIR3@g~b KID~b KU3~a NI~a NUNUZ~a1 PA~a RU SU~a SZE~a SZU2 U4 UDU~a UKKIN~a
2	154950	P005157	1(N01) 1(N02) 1(N14) 1(N24) 1(N34) 1(N45) 1(N51) 2(N01) 2(N14) 2(N18) 2(N45) 3(N01) 3(N39~a) 3(N52) 3(N57) 4(N01) 4(N05) 6(N01) 6(N20) 6(N51) 8(N01) 9(N14) AB~a AMAR BA DUG~a DUR~b GAR GI GIBIL GIR3@g~b GISZ KALAM~a KID~b LAGAB~b NI~a PA~a RU SAG SU~a SZE~a SZU2 U2~b U4 UDU~a UNUG~a ZATU644~a ZATU800
2	154954	P005161	1(N02) 1(N04) 1(N14) 1(N24) 1(N25) 1(N34) 1(N37) 1(N38) 1(N45) 2(N01) 2(N05) 2(N14) 2(N18) 2(N20) 2(N34) 2(N39~a) 2(N42~a) 2(N47) 2(N52) 3(N01) 3(N05) 3(N14) 3(N20) 3(N57) 4(N01) 4(N03) 4(N20) 4(N57) 5(N01) 5(N14) 5(N21) 6(N01) 6(N57) 7(N19) 8(N01) 8(N14) 9(N01) 9(N14) AB~a AMAR BU~a DUR~b EN~a GI GIBIL GIR3@g~b KALAM~a KALAM~b KI KID~a MUSZEN NAM2 NI~a NUNUZ~a1 PAP~a PA~a RU SAL SU~a SZE3 SZE~a SZU2 U4 UDU~a ZATU644~a
2	154955	P005162	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N25) 1(N38) 1(N52) 1(N58) 2(N01) 2(N03) 2(N14) 2(N20) 2(N42~a) 3(N01) 3(N03) 3(N05) 3(N14) 3(N57) 4(N57) 5(N01) 5(N05) 5(N14) 5(N20) 6(N01) AMAR BAD~a DI ENGIZ EN~a ERIN GAL~a GIBIL GIR3@g~b KID~a ME~a NI~a PA~a RU SU~a SZAB~a SZAGAN SZU2 UDU~a UKKIN~a ZATU644~a
2	154956	P005163	1(N01) 1(N03) 1(N14) 1(N20) 1(N25) 1(N34) 1(N38) 1(N52) 2(N01) 2(N03) 2(N14) 2(N20) 2(N42~a) 2(N57) 3(N01) 3(N05) 3(N14) 4(N05) 4(N21) 4(N57) 5(N01) 5(N05) 8(N01) 9(N01) AB~a BAR DI DUR~b ENGIZ EN~a GA~a GIR3@g~b GIR3~c KID~b KU3~a MAR~a ME~a MU NAM2 NUN~a SANGA~a SZAGAN SZE3 SZU2 UDU~a ZATU644~a ZATU753
2	154957	P005164	1(N01) 1(N03) 1(N14) 1(N20) 1(N40) 1(N42~a) 1(N52) 2(N01) 2(N03) 3(N01) 3(N14) 3(N42~a) 4(N05) 4(N21) 4(N42~a) 4(N57) 5(N01) 5(N05) 7(N01) AB~a APIN~a BA BAR ENGIZ GIBIL KID~b KU3~a MAR~a ME~a SU~a SZAGAN SZU2 UDU~a ZATU644~a ZATU753
2	154959	P005166	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N38) 1(N52) 1(N57) 2(N01) 2(N14) 2(N40) 2(N42~a) 2(N52) 3(N01) 3(N05) 3(N14) 3(N20) 3(N40) 3(N42~a) 5(N01) 5(N05) 6(N01) 6(N57) 7(N01) 8(N01) AB~a APIN~a BA BAR DI ENGIZ EN~a GIBIL GIR3@g~b KID~b KU3~a ME~a SU~a SZAGAN SZU2 UDU~a ZATU753
2	154960	P005167	1(N01) 1(N03) 1(N14) 1(N20) 1(N38) 1(N42~a) 2(N01) 2(N03) 2(N05) 2(N14) 3(N01) 4(N01) 4(N05) 4(N42~a) 4(N57) 5(N01) 5(N34) 7(N01) BAR DUG~a DUR~b ENGIZ KID~b KU3~a ME~a MU SZAGAN SZITA~a1 SZU2 UDU~a ZATU753
3	153298	P325064	1(N01) 1(N08) 1(N14) 1(N24) 1(N51) 1(N52) 1(N57) 2(N01) 2(N14) 2(N39~a) 2(N57) 3(N14) 3(N39~a) 4(N01) 4(N14) 5(N57) 8(N01) DUB~a DUG~a DUG~c E2~a GA2~a1 GAR GIBIL GU7 HASZHUR HI@g~a KASZ~a MA MU NI~a RU SIG2~a2 SUHUR SU~a SZA SZU2 TUG2~b UDU~a ZATU644~a ZATU714 ZATU735~b ZATU753
3	154953	P005160	1(N01) 1(N05) 1(N08) 1(N14) 1(N20) 1(N24) 1(N25) 1(N34) 1(N39~a) 1(N42~a) 1(N51) 1(N52) 1(N57) 2(N01) 2(N03) 2(N05) 2(N14) 2(N20) 2(N42~a) 2(N57) 3(N14) 3(N42~a) 4(N01) 4(N05) 4(N14) 4(N42~a) 5(N57) 6(N01) 8(N01) DUB~a DUG~a DUG~c E2~a GA2~a1 GAR GESZTU~c5 GIBIL GU7 GUG2 HASZHUR HI@g~a KASZ~a LAGAB~a MA MU NI~a RU SIG2~a3 SUHUR SU~a SZA SZU2 UDU~a ZATU644~a ZATU714 ZATU735~b ZATU753
3	154963	P005170	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N25) 1(N28~c) 1(N34) 1(N40) 1(N42~a) 1(N51) 1(N52) 2(N01) 2(N05) 2(N20) 2(N42~a) 3(N01) 3(N05) 3(N14) 3(N40) 3(N42~a) 3(N57) 4(N01) 4(N14) 4(N20) 5(N01) 5(N57) 6(N01) 8(N01) BAR DUB~a DUG~a E2~a EN~a GA2~a1 GAR GESZTU~c5 GU7 GUG2 HASZHUR HI@g~a KASZ~a LAGAB~a MA MU SIG2~b SUHUR SU~a SZA SZU2 UDU~a ZATU644~a ZATU714 ZATU753
3	154967	P005174	1(N01) 1(N25) 1(N28~c) 2(N01) 2(N03) 2(N42~a) 3(N20) 4(N14) 4(N42~a) 5(N01) 5(N05) AB~a DUG~a ENGIZ EN~a GA2~a1 GAR GESZTU~c5 GU7 HI@g~a KASZ~a KID~a MA MAR~a MU NI~a RU SZAGAN UDU~a ZATU714 ZATU735~b
3	154968	P005175	1(N01) 1(N05) 1(N14) 1(N20) 1(N24) 1(N24~a) 1(N25) 1(N28~c) 1(N39~a) 1(N42~a) 1(N51) 1(N57) 2(N01) 2(N05) 2(N14) 2(N40) 2(N42~a) 3(N01) 3(N14) 3(N21) 3(N42~a) 4(N05) 4(N42~a) 5(N01) 5(N14) 5(N57) AB~a DU8~c DUB~a DUG~a E2~a GAR GIBIL GUG2 HASZHUR HI@g~a KASZ~a LAGAB~a MA MASZ ME~a MU MUSZEN N(N57) NI~a RU SILA3~a SUHUR SU~a SZA SZA@g SZITA~a1 SZU2 UDU~a ZATU644~a ZATU714 ZATU753
3	154969	P005176	1(N01) 1(N03) 1(N05) 1(N14) 1(N25) 1(N42~a) 2(N05) 2(N14) 2(N20) 2(N40) 2(N42~a) 2(N51) 2(N52) 3(N01) 3(N14) 3(N57) 4(N01) 4(N14) 4(N20) 5(N01) 7(N01) DUG~a DUG~b DUG~c GAR GIBIL GU7 GUG2 HASZHUR HI@g~a KASZ~a MA ME~a MU NI~a RU SUHUR SU~a SZU2 UDU~a ZATU644~a ZATU714 ZATU753
3	154971	P005178	1(N01) 1(N03) 1(N05) 1(N20) 1(N24) 1(N25) 1(N28) 1(N28~c) 1(N30A~c) 1(N34) 1(N39~a) 1(N42~a) 1(N51) 1(N52) 2(N01) 2(N05) 2(N14) 2(N34) 2(N40) 2(N42~a) 3(N01) 3(N14) 3(N20) 3(N42~a) 4(N01) 4(N05) 4(N14) 4(N42~a) 5(N01) 5(N05) 6(N01) 7(N01) DUB~a DUG~a E2~a GA2~a1 GAR GESZTU~c5 GIBIL GU7 GUG2 HASZHUR HI@g~a KASZ~a LAGAB~a MA MU NI~a RU SUHUR SU~a SZA SZITA~a1 SZU2 UDU~a ZATU644~a ZATU714 ZATU735~b ZATU753
3	154994	P005202	1(N01) 1(N25) 1(N30A~c) 1(N52) 1(N57) 2(N01) 2(N05) 2(N42~a) 2(N57) 4(N01) DUB~a DUG~a DUG~c E2~a GIBIL GUG2 HI@g~a KASZ~a NI~a RU SU~a SZU2 ZATU714 ZATU753
3	155019	P005227	1(N01) 1(N05) 1(N25) 1(N27) 1(N34) 1(N52) 1(N57) 2(N01) 2(N03) 2(N42~a) 3(N01) 3(N20) 7(N01) AB~a ENGIZ GA2~a1 GESZTU~c5 GIBIL HASZHUR MA ME~a NI~a RU SUHUR SU~a SZAGAN SZU2 UDU~a ZATU644~a ZATU735~b
3	155038	P005246	1(N01) 1(N14) 2(N01) 2(N52) 3(N14) 3(N21) 3(N57) 4(N01) 4(N14) 6(N01) AB~a AMAR BAR DUG~a DUG~b EN~a GA~a GIBIL GU7 HASZHUR KASZ~c MA ME~a PA~a SUHUR SU~a SZU2 UDU~a ZATU644~a ZATU753
4	152298	P471683	BA DA~a DU GA~b GISZ3~b GUN3~b IR~a KAR2~a MA MUSZ MUSZEN NAGA~a NI2 NIN SI SZA SZU TUN3~a U2~b UDU~a UR5~b ZATU621~a ZI~a
4	152302	P000526	1(N01) DA~a GA~b GUN3~b MA MUSZEN N SZU TUN3~a UDU~a ZATU621~a
4	152304	P000577	1(N01) BA DU IR~a KAR2~a MUSZ MUSZEN N NAGA~a NI2 SZA U2~b UR5~b ZI~a
4	152564	P000311	1(N01) BA ERIM2 IM~a IR~a MUSZEN N NAGA~a NIMGIR SIG7 U2~b ZATU647
4	152569	P000534	1(N01) 1(N57)@t ABZU AN ASAR BAHAR2~b BU~a DU6~a DUR2 E2~a E2~b GI KI N NANSZE~b NE~a NINLIL NI~b NUNUZ~a1 PAD~a RU TAK4~a TIDNUM TILLA2 TUM~a U4 UNUG~a UR2 USZUR3~b1
4	152570	P000160	1(N01) 1(N57) AB~a AD~a AN ASAR BAHAR2~b BAR DU6~a DUR2 E2~a GI IM~a N NI~b NUNUZ~a1 TE TILLA2
4	152573	P000319	1(N01) AD~a AN ASAR BA DU6~a IM~a KU~a MUSZEN N NAGA~a NI~a ZATU647
4	152576	P000533	1(N01) 1(N57) AB~a ASZ2 BA BAHAR2~b BAR DUB~a DUR2 E2~a ERIM2 GA2~b GI GISZIMMAR~a2 IM~a IR~a MUSZEN N NAGA~a NA~a NI2 NIMGIR NUNUZ~a1 NUN~a PAP~a SIG7 SUSA TE TILLA2 TU~a U2~b ZATU647
5	153248	P325362	1(N01) 1(N03) 1(N05) 1(N14) 1(N18) 1(N24) 1(N24~b) 1(N30~a) 1(N30~c) 1(N39~a) 1(N40) 1(N57) 2(N01) 2(N14) 2(N34) 2(N39~a) 2(N42~a) 2(N57) 3(N01) 3(N03) 3(N14) 3(N39~a) 4(N01) 4(N39~a) 5(N01) 6(N01) ABGAL DU8~c@g DUB~a DUG~a DUG~b E2~a GUG2 HI HI@g~a KU3~a LAGAB~b PIRIG~b1 SAG SAL SZA@g SZEN~b SZEN~c@t SZE~a TI@t U4
5	153265	P325234	1(N01) 1(N14) 1(N24) 1(N25) 1(N27) 1(N28) 1(N29~a) 1(N30~a) 1(N42~a) 2(N01) 2(N39~a) 3(N01) 3(N39~a) 4(N01) 5(N01) 5(N08) 6(N01) 8(N01) AN DU6~a DU8~c DUG~a E2~b EZEN~b GAL~a GAR GU7 GUG2 GUG2~a HI@g~a KASZ~a KASZ~d KI KU3~a LAGAB~a LAGAB~b MU NE~a SILA3~a SZEN~b SZE~a SZITA@g~a SZITA~a1 SZU2 U2~a U4 URU~a1 ZATU714
5	153269	P325229	1(N01) 1(N14) 1(N24) 1(N24~b) 1(N26) 1(N28) 1(N39~a) 2(N01) 2(N14) 2(N39~a) 3(N01) 3(N39~a) 4(N01) 5(N01) A DILMUN DU DUG~a EN~a GAR GI HI@g~a KASZ~a KASZ~d MU PAP~a SZE~a SZU TAK4~a U4 ZATU651 ZATU710 ZATU714
5	153270	P330049	1(N01) 1(N03) 1(N14) 1(N24) 1(N25) 1(N39~a) 1(N40) 1(N57)@t 2(N01) 2(N14) 2(N39~a) 2(N40) 2(N42~a) 3(N01) 3(N03) 3(N39~a) 3(N40) 3(N42~a) 4(N01) 4(N39~a) 5(N01) 5(N14) AL BA BAHAR2~b BULUG3 DUG~a E2~a EN~a GAR GISZ GUG2 HI@g~a KASZ~a KASZ~d MU SZEN~c@t SZE~a U4 UKKIN~a URU~a1 ZATU639 ZATU710 ZATU714
5	153283	P325069	1(N01) 1(N14) 1(N25) 1(N27) 1(N29~a) 1(N30~c) 1(N39~a) 1(N42~a) 2(N01) 3(N01) 3(N08) 5(N01) 5(N14) 6(N01) DUG~a E2~b GAL~a GU7 HAL HI@g~a KASZ~a LAGAB~a LAGAB~b MU NAMESZDA NE~a SAL SILA3~a SZA SZE~a SZITA@g~a SZITA~a1 SZU2 U4 ZATU710 ZATU751~a
5	153666	P006381	1(N01) 1(N08) 1(N14) 1(N24) 1(N26) 1(N28) 1(N28~c) 1(N29~a) 1(N30~a) 1(N30~c) 1(N39~a) 1(N42~a) 2(N01) 2(N08) 2(N29~a) 2(N39~a) 3(N01) 3(N39~a) 4(N01) 4(N39~a) AN DAM DUB~a E2~b GAL~a GAR GUG2 HI@g~a MAR@g~a ME~a MU NUNUZ~a1 SAG SAGSZU SAL SUG5 SZA SZE~a U4
5	153668	P006384	1(N01) 1(N05) 1(N14) 1(N25) 1(N26) 1(N29~a) 1(N30~a) 1(N30~c) 1(N42~a) 2(N01) 2(N08) 2(N42~a) 3(N42~a) 5(N01) 6(N57) AB~a AN DA~a DU8~c GAR GU7 GUG2 HI@g~a MU SAG SUG5 SZA SZA@g SZE~a U4 ZATU714 ZATU726~d
5	153669	P006391	1(N01) 1(N04) 1(N14) 1(N20) 1(N24) 1(N25) 1(N27) 1(N29~a) 1(N30~a) 1(N30~c) 1(N39~a) 1(N42~a) 2(N01) 2(N05) 2(N14) 2(N42~a) 3(N01) 3(N05) 3(N42~a) 4(N01) 5(N01) 5(N03) 5(N57) 6(N01) DU8~c DU8~c@g DUG~a GAR GU7 GUG2 HI@g~a KASZ~a KU6~a LAGAB~b SAG SZA@g SZE~a TUR U4 ZATU726~d
6	151664	P004461	1(N01) 1(N24) 1(N26) 1(N28) 1(N34) 1(N39~a) 2(N01) 2(N14) 2(N39~a) 2(N45) 3(N39~a) 3(N57) 4(N01) 7(N14) E2~a EN2 SZE~a
6	153199	P283915	1(N14) 1(N24) 1(N39~a) 2(N01) 2(N14) 2(N39~a) 3(N01) 5(N01) MUD3~a NIM~b1 SANGA~a SZU TAR~a TUR3~a UR5~a
6	153210	P328735	1(N01) 1(N24) 1(N39~a) 1(N45) 2(N14) 2(N39~a) 2(N57) 3(N01) 3(N14) 3(N39~a) 4(N01) GAR SZE~a UR5~a
6	154809	P006299	1(N01) 1(N24) 2(N01) 2(N14) 2(N39~a) 3(N14) BA E2~b SZE~a SZU TAR~a UR5~a
6	154855	P274476	1(N01) 1(N14) 1(N24) 1(N39~a) 1(N45) 2(N14) 3(N01) 3(N39~a) 4(N01) 5(N14) EN~a EZEM~a GU7 HI@g N PAP~a SI SZE~a SZU ZI~a
6	154916	P005123	1(N24) 2(N14) 2(N39~a) 3(N14) 4(N01) BA GI
7	152711	P000669	1(N01) AN BA DISZ DUB KI MUD3~c PAP~a SZE~b TE TI U4 ZI~a
7	155795	P001253	1(N01) 6(N02) 7(N01) DISZ DUB GU4 NUN~a TE URU~a1 UR~a USZ~a
7	155834	P001292	1(N01) 1(N02) 4(N01) BA DISZ DUB GU4 NESAG2~a TE ZATU651
7	155885	P001345	1(N01) 1(N14) DA~a DISZ DUB GU4 MUSZ3~a NUN~a TE
7	155905	P001365	1(N01) 6(N02) 7(N01) 8(N01) BA DUB~b ERIN GU4 NUN~a TE TUR USZ~a
7	156044	P001514	1(N01) 3(N01) 3(N02) BA DISZ DUB GU4 NUN~a TE U4
8	153131	P006268	1(N01) 1(N14) 1(N34) 1(N57) 1(N58) 2(N01) 2(N14) 2(N57) 3(N01) 3(N14) 3(N57) 4(N01) 4(N14) 5(N01) 5(N57) 6(N01) 6(N57) 7(N01) 9(N01) A AB~a AD~a AL AMAR AN BAD~a BAHAR2~a BARA3 BU~a DAR~a DAR~b DA~a DIM~a DU DU6~a DUR2 E2~a EN~a EZEN~b EZINU~a GA2~a1 GAL~a GESZTU~b GI GIR3@g~c GIR3~c GIR~a GISZ GU GU4 GUL HAL HI IN~b KASZ~c KI KID~e KUR~a MAH~b MASZ ME~a MUN~a1 MUSZ3~a MUSZEN NAM2 NA~a NE~a NIN NI~a NU NU11@t NUNUZ~c NUN~a PAP~a PA~a SAG SAL SI SIG7 SUKUD@g~d SU~a SZA3~a1 SZE~a SZITA@g~a SZU SZU2 SZU2~a SZUBUR SZUR2~b TAK4~a TAR TE TI TUN3~a TUR TUR3~a U2~b U4 U8 UDU~a UR~a ZATU659 ZATU773~a ZI~a
8	154539	P005573	1(N01) 1(N14) 1(N34) 1(N57) 2(N01) 2(N14) 2(N57) 3(N01) 3(N14) 3(N57) 4(N01) 6(N01) 7(N01) 8(N01) 9(N01) A AL AMA~a AN BARA2~a BARA3 BU~a DARA3~c DA~a DIM~a DIN DU DU6~a E2~a EN~a ERIM~a ESZDA EZINU~a GA2~a1 GI GI6 GIR3@g~b GIR3~c GISZ GU GUL HI KAL~b2 KAR2 KASZ~c KI KISZIK~a KITI KU6~a LA2 LAL2~a LAM~b MA ME~a MUD MUN~a1 MUSZEN NA~a NIMGIR NIM~b1 NIM~b2 NI~a NUNUZ~a0 PAP~a PIRIG~b1 RAD~a SAL SI SUM~b SU~a SZU SZU2 SZU2~a SZUBUR TAK4~a TA~c TE TUR TUR3~a TU~a U2~b U4 U8 UB UDU~a URI3~a UR~a ZATU735~a ZATU773~a ZATU819
8	154561	P006048	1(N01) 1(N02) 1(N04) 1(N14) 1(N57) 2(N01) 2(N14) 2(N57) 3(N01) 3(N14) 3(N57) 5(N01) 5(N02) 6(N01) 6(N02) 7(N01) 9(N01) A AB~a AN APIN~b BA BAN~b BU3 BU~a DU DU7 DUR2 E2~a EN~a GA2~a1 GI GI4~a GISZ GISZ3~b GU KALAM~a KASKAL KASZ~c KU3~a KU6~a MAH~a ME~a MU MUN~a1 MUSZEN NA~a NIMGIR NU NUNUZ~c NUN~a PAP~a PA~a RAD~a RU SAG SI SIG SILA3~a SZA3~a1 SZAGAN SZU SZU2 SZU2~a SZUBUR TAK4~a TE TUG2~a TUR U2~b U8 UR~a ZATU659 ZATU686~b ZATU697~c ZATU773~a
8	154567	P006054	1(N01) 1(N02) 1(N14) 1(N34) 2(N01) 2(N14) 3(N01) 3(N57) 4(N01) 5(N01) 6(N01) 7(N01) 8(N01) 9(N01) A AB2 AB~a AMAR AN BA BAHAR2~b BAR BU~a DARA3~c DI DIM~a DIN DU DUG~a E2~b EN2 EN~a ERIM~a GAN2 GA~a GI GI4~a GIR3~c GISZ3~a HAL HI IDIGNA IM~a KAL~b2 KASKAL KASZ~c KA~a KI KU6~a KU~b1 MASZ MES ME~a MU MUN~a1 NAR NIMGIR NU PAP~a PA~a PIRIG~b1 RAD~a RU SAG SAL SANGA~a SI SZA SZA3~a1 SZAGAN SZE~a SZIDIM SZU SZUBUR SZUR2~b TAK4~a TAR TE TI@t TUR3~a U4 U8 UDU~a UR URI3~a URU~a1 UR~a USZ~a ZATU628~a ZATU659 ZATU686~b ZATU703 ZATU795 ZATU826
8	154569	P006056	1(N01) 1(N02) 1(N14) 1(N34) 1(N57) 2(N01) 2(N14) 3(N01) 3(N14) 3(N57) 4(N01) 5(N01) 5(N57) 6(N01) 7(N01) 8(N01) 9(N01) AB2 AB~a ALAN~c AN BA BAHAR2~b BAR BU~a DA~a DIM~a DIN DU@g DUB~a E2~a E2~b EN~a GAL~a GI4~a GIR3~c GISZ GISZIMMAR~b1 GU4 GURUSZ~a HI HI@g~a HI@g~b IB~a KI KISAL~b1 KITI KU6~a KUR~a LA2 MUSZ3~a MUSZEN NA~a NE~a NIMGIR NIM~b1 NUNUZ~a1@t NUNUZ~c PAP~a RAD~a RAD~a@g RU SAL SANGA~a SI SIG2~b SUKKAL SU~a SZA3~a1 SZE3 SZU SZU2 SZU2~a SZUBUR SZUR2~b TA~c TE TI TUR TUR3~a UNUG~a UR~a USZ~a ZATU628~a ZATU647 ZATU687 ZATU751~a ZATU825
8	154649	P006140	1(N01) 1(N02) 1(N14) 1(N22) 1(N50) 2(N01) 2(N14) 2(N22) 2(N45) 2(N50) 2(N57) 3(N01) 3(N14) 3(N34) 3(N57) 4(N01) 4(N14) 5(N01) 5(N14) 6(N14) 7(N01) 7(N14) 8(N01) A ADAB AN BAR BU~a DANNA DARA4~c2 DAR~b DIM~a DIN DU E2~a E2~b EN~a ERIM~a ERIN E~b GAN2 GA~a GI GIR3~c GU HI IM~a IN~b ISZ~b KAL~b2 KASZ~c KU3~a KU6~a KU~b1 LA2 LAGAB~b MA MASZ MUSZEN NAM2 NAR NA~a NIMGIR NIM~b1 NI~a NUNUZ~a1 NUN~a PAP~a PA~a PIRIG~b1 RAD~a RU SAG SAL SANGA~a SIG7 SIG@g SUG5 SZA3~a1 SZE~a SZU SZU2 SZUBUR TAR~a TE TI U2~a U2~b UDU~a URI3~a UR~a ZATU659 ZATU697~c
9	153292	P325346	1(N14) 1(N34) 1(N45) 2(N01) 4(N01) 4(N14) 5(N01) 5(N34) 6(N01) 8(N01) A ASAR BA BAHAR2~b DUG~a EN~a GAN~c GUG2 KAL~b2 KASZ~b KU6~a SILA3~a SZEN~b SZEN~c@t SZITA~a1 SZITA~b3 SZU SZU2 TUR ZATU710 ZATU714
9	153867	P002464	1(N01) 1(N04) 1(N14) 1(N34) 2(N01) 2(N34) 3(N14) 4(N01) 4(N14) 5(N01) 5(N14) 6(N01) 8(N01) BA DU8~c@g GAL~a GAR KU6~a SILA3~a SZA@g SZITA@g~a SZITA~a1 SZU TUR
9	156239	P001760	1(N01) 1(N14) 1(N34) 1(N57) 1(N58) 2(N01) 2(N14) 3(N01) 3(N14) 4(N01) 4(N14) 5(N01) 6(N01) 8(N01) BA BAD~a DU EN~a GAR GA~a KAR2~a KISAL~b1 NUN~b PA~a SANGA~a SILA3~a SZA@g SZITA@g~a SZITA~b1 SZU UB UKKIN~a ZATU647 ZATU659 ZATU780
9	156839	P004198	1(N01) 1(N14) 1(N34) 1(N39~a) 1(N48) 2(N01) 2(N48) 3(N14) 4(N01) 4(N14) 4(N34) 5(N01) 7(N01) 8(N01) AK~a DU8~c@g GAR GUG2 KU6~a NI~a SILA3~a SUHUR SZITA~b1 TA~c UDU~a ZATU659
9	156940	P003800	1(N01) 1(N48) 3(N01) 4(N34) 5(N01) 7(N01) 8(N01) MA NI~a SILA3~a SZITA~b1 UDU~a
