cluster	tablet	objectId	signs
2	150730	P325738	1(N14) 1(N45) 1(N46) 1(N57) 2(N01) 2(N14) 2(N19) 2(N34) 2(N36) 2(N45) 2(N46) 2(N57) 3(N01) 3(N04) 3(N14) 3(N19) 3(N34) 4(N14) 5(N01) 5(N14) 6(N14) 7(N14) 8(N14) EN~a GI6 GIBIL HI KISAL~b1 KU6~a ME~a NAM2 PA~a SAG SI SZAM2 SZE~a U4 ZATU694e
2	151211	P387744	1(N14) 1(N34) 2(N01) 2(N14) 2(N45) 2(N57) 3(N01) 3(N57) 4(N14) 5(N01) 7(N14) DU EN~a E~a GAN2 NAM2 NUN~a PAP~a PAP~a@t SAL SI SI4~f SZE~a SZU
2	151242	P464181	1(N01) 1(N04) 1(N14) 2(N01) 2(N04) 2(N14) 2(N19) 3(N01) 3(N14) 3(N19) 3(N57) 5(N14) 6(N14) 7(N14) 7(N19) DU EN2 EN~a E~a GAN2 GI GIBIL KISAL~b1 KU~b1 LA2 LAGAB~b MUSZ3~a NAM2 NUN~a PAP@t PAP~a SI SI4~f SZE~a TE U4 ZATU659
2	151243	P464182	1(N14) 1(N19) 1(N45) 1(N46) 1(N57) 2(N01) 2(N14) 2(N19) 2(N45) 3(N01) 3(N04) 3(N14) 3(N19) 3(N57) 4(N01) 4(N04) 4(N14) 4(N19) 5(N04) 5(N14) 6(N14) 7(N19) 8(N19) EN2 EN~a E~a IDIGNA KISAL~b1 KU~b1 LA2 MUSZ3~a NAM2 NUN~a PAP@t PAP~a PA~a SI SI4~f SZEG9 SZE~a TE ZATU659
2	152755	P005445	1(N01) 1(N14) 1(N34) 1(N45) 1(N46) 2(N01) 2(N14) 2(N36) 2(N45) 2(N46) 3(N01) 3(N04) 3(N14) 3(N34) 3(N36) 4(N01) 4(N19) 4(N34) 5(N04) 5(N14) 5(N19) 6(N14) 6(N19) 6(N34) 7(N14) 8(N14) 9(N14) 9(N19) AN BU~a DU6~a E2~a EN~a EZINU~a GI GUN3~b MAR~a NAM2 NIM~a PAP~a PA~a RU SANGA~a SZE~a
2	152757	P005447	1(N01) 1(N14) 1(N34) 1(N45) 1(N46) 2(N01) 2(N04) 2(N14) 2(N19) 2(N45) 3(N14) 4(N01) 4(N04) 4(N19) 5(N01) 5(N14) 6(N14) 7(N14) 9(N14) 9(N19) AB~a AN APIN~a BU~a DU6~a E2~a EN~a EZINU~a GAN2 GI GUN3~b KU6~a MAR~a NAM2 NIM~a PAP~a PA~a RU SZE~a SZUBUR
2	152760	P005450	1(N01) 1(N04) 1(N14) 1(N19) 1(N34) 1(N45) 1(N46) 2(N01) 2(N14) 2(N34) 2(N45) 2(N46) 3(N01) 3(N04) 4(N01) 4(N04) 4(N19) 4(N34) 4(N36) 5(N01) 5(N14) 6(N19) 7(N14) 7(N34) A AN APIN~a BA BU~a DU E2~a EN~a GIBIL KASZ~c MAR~a MUSZEN PAP~a PA~a RAD~a SZAM2 SZE~a SZUBUR
2	152774	P005464	1(N14) 1(N34) 1(N45) 2(N01) 2(N34) 2(N45) 2(N46) 3(N01) 3(N14) 3(N19) 3(N36) 4(N01) 4(N34) 5(N14) 6(N14) 8(N14) A AN BU~a DIB DUG~a EN~a GIBIL MAR~a NAM2 PAP~a PA~a RU SZE~a U2~b U4
3	152475	P005156	1(N05) 1(N14) 1(N18) 1(N20) 1(N38) 1(N45) 1(N52) 1(N58) 2(N03) 2(N14) 2(N20) 2(N52) 3(N14) 3(N57) 4(N01) 4(N14) 4(N20) 4(N39~a) 4(N57) 5(N01) 5(N05) 5(N57) 6(N01) 9(N14) AB~a BAD~a BAR DUR~b EN~a ERIN GI GIBIL GIR3@g~b KID~b KU3~a NI~a NUNUZ~a1 PA~a RU SU~a SZE~a SZU2 U4 UDU~a UKKIN~a
3	152476	P005157	1(N01) 1(N02) 1(N14) 1(N24) 1(N34) 1(N45) 1(N51) 2(N01) 2(N14) 2(N18) 2(N45) 3(N01) 3(N39~a) 3(N52) 3(N57) 4(N01) 4(N05) 6(N01) 6(N20) 6(N51) 8(N01) 9(N14) AB~a AMAR BA DUG~a DUR~b GAR GI GIBIL GIR3@g~b GISZ KALAM~a KID~b LAGAB~b NI~a PA~a RU SAG SU~a SZE~a SZU2 U2~b U4 UDU~a UNUG~a ZATU644~a ZATU800
3	152480	P005161	1(N02) 1(N04) 1(N14) 1(N24) 1(N25) 1(N34) 1(N37) 1(N38) 1(N45) 2(N01) 2(N05) 2(N14) 2(N18) 2(N20) 2(N34) 2(N39~a) 2(N42~a) 2(N47) 2(N52) 3(N01) 3(N05) 3(N14) 3(N20) 3(N57) 4(N01) 4(N03) 4(N20) 4(N57) 5(N01) 5(N14) 5(N21) 6(N01) 6(N57) 7(N19) 8(N01) 8(N14) 9(N01) 9(N14) AB~a AMAR BU~a DUR~b EN~a GI GIBIL GIR3@g~b KALAM~a KALAM~b KI KID~a MUSZEN NAM2 NI~a NUNUZ~a1 PAP~a PA~a RU SAL SU~a SZE3 SZE~a SZU2 U4 UDU~a ZATU644~a
3	152481	P005162	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N25) 1(N38) 1(N52) 1(N58) 2(N01) 2(N03) 2(N14) 2(N20) 2(N42~a) 3(N01) 3(N03) 3(N05) 3(N14) 3(N57) 4(N57) 5(N01) 5(N05) 5(N14) 5(N20) 6(N01) AMAR BAD~a DI ENGIZ EN~a ERIN GAL~a GIBIL GIR3@g~b KID~a ME~a NI~a PA~a RU SU~a SZAB~a SZAGAN SZU2 UDU~a UKKIN~a ZATU644~a
3	152482	P005163	1(N01) 1(N03) 1(N14) 1(N20) 1(N25) 1(N34) 1(N38) 1(N52) 2(N01) 2(N03) 2(N14) 2(N20) 2(N42~a) 2(N57) 3(N01) 3(N05) 3(N14) 4(N05) 4(N21) 4(N57) 5(N01) 5(N05) 8(N01) 9(N01) AB~a BAR DI DUR~b ENGIZ EN~a GA~a GIR3@g~b GIR3~c KID~b KU3~a MAR~a ME~a MU NAM2 NUN~a SANGA~a SZAGAN SZE3 SZU2 UDU~a ZATU644~a ZATU753
3	152483	P005164	1(N01) 1(N03) 1(N14) 1(N20) 1(N40) 1(N42~a) 1(N52) 2(N01) 2(N03) 3(N01) 3(N14) 3(N42~a) 4(N05) 4(N21) 4(N42~a) 4(N57) 5(N01) 5(N05) 7(N01) AB~a APIN~a BA BAR ENGIZ GIBIL KID~b KU3~a MAR~a ME~a SU~a SZAGAN SZU2 UDU~a ZATU644~a ZATU753
3	152485	P005166	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N38) 1(N52) 1(N57) 2(N01) 2(N14) 2(N40) 2(N42~a) 2(N52) 3(N01) 3(N05) 3(N14) 3(N20) 3(N40) 3(N42~a) 5(N01) 5(N05) 6(N01) 6(N57) 7(N01) 8(N01) AB~a APIN~a BA BAR DI ENGIZ EN~a GIBIL GIR3@g~b KID~b KU3~a ME~a SU~a SZAGAN SZU2 UDU~a ZATU753
3	152486	P005167	1(N01) 1(N03) 1(N14) 1(N20) 1(N38) 1(N42~a) 2(N01) 2(N03) 2(N05) 2(N14) 3(N01) 4(N01) 4(N05) 4(N42~a) 4(N57) 5(N01) 5(N34) 7(N01) BAR DUG~a DUR~b ENGIZ KID~b KU3~a ME~a MU SZAGAN SZITA~a1 SZU2 UDU~a ZATU753
4	150257	P000669	1(N01) AN BA DISZ DUB KI MUD3~c PAP~a SZE~b TE TI U4 ZI~a
4	153321	P001253	1(N01) 6(N02) 7(N01) DISZ DUB GU4 NUN~a TE URU~a1 UR~a USZ~a
4	153360	P001292	1(N01) 1(N02) 4(N01) BA DISZ DUB GU4 NESAG2~a TE ZATU651
4	153411	P001345	1(N01) 1(N14) DA~a DISZ DUB GU4 MUSZ3~a NUN~a TE
4	153431	P001365	1(N01) 6(N02) 7(N01) 8(N01) BA DUB~b ERIN GU4 NUN~a TE TUR USZ~a
4	153570	P001514	1(N01) 3(N01) 3(N02) BA DISZ DUB GU4 NUN~a TE U4
5	152073	P006029	1(N01) 1(N14) 1(N34) 1(N57) 2(N01) 2(N14) 3(N01) 4(N01) 6(N01) 7(N01) 9(N01) A AB~b AN APIN~a BA DA~a DU E2~b EN~a GA2~a2 GI GI6 GIR3@g~c GIR3~c GU GU4 I KU~b1 LA2 LU2 MA MAR~a MASZ2 MUSZEN NAR NA~a NE~a NIM~b2 NIN NI~a NUNUZ~a1 NUN~a NUN~b SAG@g SAGSZU SA~a SIG SIG7 TI TUN3~a U2~b U8 UD5~a UDUNITA~a UDU~a URI3~a UTUA~a ZATU694~c ZATU697~a ZATU776 ZATU821 ZATU837~a
5	152084	P006040	1(N01) 1(N14) 1(N34) 1(N57) 2(N01) 2(N14) 2(N34) 3(N01) 3(N14) 4(N01) 5(N01) 6(N01) 7(N01) 8(N01) 8(N34) 9(N01) A AB~b AD~a AL AMA~a AN BA BAHAR2~b BAN~b BAR BUR~a DAR~b DA~a DILMUN DU DUB~b DUG~b DUR2 E2~a E2~b EN~a ERIM~a GA2~a2 GAL~a GI GIR3~c GISZ3~b GU GUB3~a GUG2 GUM~b HASZHUR HI@g~a I IB~a IG~b KASZ~c KA~a KU6~a KU~b1 LA2 MA MAR~a MASZ MASZ2 ME~a MUNSZUB~b MUSZEN NAM2 NAM~d NAR NA~a NE~a NIMGIR NIM~a NI~a NUNUZ~a0 NUNUZ~a1 NUNUZ~a2 NUN~b PIRIG~b1 RAD~a SAG SAG@g SAGSZU SAL SAR~a SI SIG SIG7 SILA4~c SU~a SZA3~a1 SZE3 SZEG9 SZE~a SZU SZUBUR TAK4~a TAR~a TUM~a TUN3~a U2~b U8 UD5~a UDUNITA~a UDU~a UR2 UR5~a URUDU~a UR~a UTUA~a ZATU659 ZATU694~c ZATU821 ZATU823
5	152106	P006067	1(N01) 1(N14) 2(N01) 3(N01) 4(N01) 5(N01) 5(N14) 6(N01) 6(N57) 7(N01) 9(N01) A AB~a AB~b AN BAD3~b1 DAH DAR~a DA~a DUR2 E2~a EN~a ERIM~a GA2~a2 GAL~a GA~a GESZTU~c GI4~a GI6 GIR~b GISZ3~b GU HI KAR2 KASZ~c KI LU2 MAR~a MASZ MASZ2 MES MUSZEN NAGA~a NAR NA~a NI~a NUNUZ~a0 NUNUZ~a1 NUN~b PIRIG~b1 RU SAG SAG@g SAGSZU SAL SI SUKUD@g~d SZA SZE3 SZU SZU2 TAK4~a TI U2~b U8 UD5~a UDUNITA~a UDU~a UR~a UTUA~a ZATU624~b ZATU628~b ZATU659 ZATU694~c ZATU749~b ZATU821
5	152121	P006083	1(N01) 1(N14) 1(N34) 2(N01) 2(N14) 2(N57) 3(N01) 4(N01) 4(N57) 6(N01) 7(N01) 8(N01) 9(N01) A AD~a AL AN BA BAR DARA4~c1 DA~a DIM~a EN~a GI GI6 GISZ3~b GU GU4@g HI@g~a IB~a KASZ~c KA~a KU6~a KUR~a LA2 MA MAR~a MASZ MUSZEN NAM2 NA~a NE~a NI~a NUNUZ~a0 NUNUZ~a1 NUN~b SI SIG2~a1 SZE~a TAK4~a U2~b UD5~a UDUNITA~a UDU~a URI3~a UTUA~a ZATU822
5	152151	P006116	1(N01) 1(N14) 1(N57) 2(N01) 2(N14) 3(N01) 4(N01) 4(N14) 5(N01) 7(N01) AN BA DUR2 GA2~a2 GI HI@g~a IB~a KA~a KI KISZIK~a LU2 MASZ MASZ2 MUSZEN NA~a NUN~b RU SIG7 SUKKAL SZU2 SZUBUR UD5~a UDU~a URI3~a UTUA~a ZATU819
5	152315	P006278	1(N01) 1(N14) 1(N57) 2(N01) 2(N14) 3(N01) 4(N01) 4(N14) 5(N01) 6(N01) 7(N01) 8(N01) A AB~b AN BA BAR DARA3~a DAR~b DUR2 GA2~a2 GI GUG2 HI@g~a I IB~a KA~a KI KISZIK~a KUR~a KU~b1 LA2 LU2 MA MAR~a MASZ2 MUSZEN NAM2 NA~a NIMGIR NI~a NUN~b PA~a RAD~a RU SA~a SIG7 SUM~a@t SZE3 SZE~a SZU2 SZUBUR U2~b U8 UD5~a UDU~a URI3~a URUDU~a UTUA~a ZATU628~a ZATU694~c ZATU697~a ZATU838
6	148477	P000743	1(N14) 1(N24) 1(N28) 1(N40) 1(N57) 2(N39~a) 4(N39~a) 8(N01) 9(N01) BA HI HI@g~a KU3~a MU SZITA~a1 SZITA~b1 UDU~a ZATU714
6	148479	P000759	1(N14) 1(N24) 1(N25) 1(N28) 1(N28~c) 1(N34) 1(N57) 2(N14) 2(N39~a) 4(N42~a) 9(N01) AN BA GESZTU~b HI@g~a KAB KU3~a MUSZ3~a NAM2 NUN~a SZITA~b1 TA~c U4 UDU~a
6	148483	P000783	1(N01) 1(N14) 1(N24) 1(N28) 1(N34) 2(N14) 2(N34) 2(N39~a) 3(N39~a) 4(N14) 4(N39~a) 8(N01) AB2 AN BA GESZTU~b HI HI@g~a IDIGNA KU3~a MEN~a SZA SZITA~a1 U8
6	148486	P000985	1(N14) 1(N39~a) 1(N57) 1(N58@t) 8(N01) AMA~a BA GESZTU~b HI@g~a KU3~a PAP~a SZA SZE~a SZITA~a1 SZITA~b1 UDU~a
6	152982	P000742	1(N01) 1(N28) 1(N57) 2(N01) 2(N14) 3(N39~a) 5(N34) 8(N01) BA EN~a GESZTU~b HI@g~a KU3~a MU SAG SZA SZE~a SZITA~a1 SZITA~b1 UDU~a ZATU714
7	148619	P001873	SILA3~a
7	148665	P001961	SILA3~a
7	148666	P001962	SILA3~a
7	151416	P002503	1(N01) SILA3~a SZA@g SZE~a@t
7	153822	P001965	SILA3~a SZE~a@t
8	149128	P003724	1(N01) 1(N08) 1(N14) 2(N01) E2~a EN~a GAN~a GARA2~a IB~a KISIM~a KU~b1 LA2 SANGA~a SUG5 SZAKIR~c ZATU752 ZATU753
8	149165	P003812	1(N01) 1(N14) 2(N01) 3(N01) 3(N57) 4(N01) 7(N01) GARA2~a IB~a KISIM~b KU3~a KU~b1 LA2 NI~b PAD~a PAP~a SANGA~a SUG5 SZAKIR~c U4 ZATU648 ZATU752
8	151558	P003502	1(N01) 1(N14) 2(N01) 3(N57) 4(N01) 7(N01) E2~a EN~a GAN~a GA~b GISZ@t IB~a KISIM~a KU~b1 LA2 NI~b PAD~a SANGA~a SUG5 SZA SZAKIR~c U4 ZATU648 ZATU752 ZATU753
8	151559	P003551	1(N01) 1(N14) 2(N01) 2(N57) 4(N01) AN BA DU DUG~c EN~a GARA2~a GA~a KU3~a KU~b1 NAGA~a NIR~a NI~a PAD~a PAP~a SUG5 SZAKIR~c TUR3~a U4 ZABALAM~a ZATU752
8	152783	P005473	1(N01) 1(N02) 1(N14) 2(N57) 7(N01) GA~a GI IB~a KU3~a LA2 PAD~a PAP~a SANGA~a SUG5 SZAKIR~c U4 ZATU752 ZATU753
9	149858	P000577	1(N01) BA DU IR~a KAR2~a MUSZ MUSZEN N NAGA~a NI2 SZA U2~b UR5~b ZI~a
9	150111	P000311	1(N01) BA ERIM2 IM~a IR~a MUSZEN N NAGA~a NIMGIR SIG7 U2~b ZATU647
9	150117	P000160	1(N01) 1(N57) AB~a AD~a AN ASAR BAHAR2~b BAR DU6~a DUR2 E2~a GI IM~a N NI~b NUNUZ~a1 TE TILLA2
9	150120	P000319	1(N01) AD~a AN ASAR BA DU6~a IM~a KU~a MUSZEN N NAGA~a NI~a ZATU647
9	150123	P000533	1(N01) 1(N57) AB~a ASZ2 BA BAHAR2~b BAR DUB~a DUR2 E2~a ERIM2 GA2~b GI GISZIMMAR~a2 IM~a IR~a MUSZEN N NAGA~a NA~a NI2 NIMGIR NUNUZ~a1 NUN~a PAP~a SIG7 SUSA TE TILLA2 TU~a U2~b ZATU647
10	150725	P283915	1(N14) 1(N24) 1(N39~a) 2(N01) 2(N14) 2(N39~a) 3(N01) 5(N01) MUD3~a NIM~b1 SANGA~a SZU TAR~a TUR3~a UR5~a
10	150736	P328735	1(N01) 1(N24) 1(N39~a) 1(N45) 2(N14) 2(N39~a) 2(N57) 3(N01) 3(N14) 3(N39~a) 4(N01) GAR SZE~a UR5~a
10	152335	P006299	1(N01) 1(N24) 2(N01) 2(N14) 2(N39~a) 3(N14) BA E2~b SZE~a SZU TAR~a UR5~a
10	152381	P274476	1(N01) 1(N14) 1(N24) 1(N39~a) 1(N45) 2(N14) 3(N01) 3(N39~a) 4(N01) 5(N14) EN~a EZEM~a GU7 HI@g N PAP~a SI SZE~a SZU ZI~a
10	152442	P005123	1(N24) 2(N14) 2(N39~a) 3(N14) 4(N01) BA GI
11	150791	P325234	1(N01) 1(N14) 1(N24) 1(N25) 1(N27) 1(N28) 1(N29~a) 1(N30~a) 1(N42~a) 2(N01) 2(N39~a) 3(N01) 3(N39~a) 4(N01) 5(N01) 5(N08) 6(N01) 8(N01) AN DU6~a DU8~c DUG~a E2~b EZEN~b GAL~a GAR GU7 GUG2 GUG2~a HI@g~a KASZ~a KASZ~d KI KU3~a LAGAB~a LAGAB~b MU NE~a SILA3~a SZEN~b SZE~a SZITA@g~a SZITA~a1 SZU2 U2~a U4 URU~a1 ZATU714
11	150809	P325069	1(N01) 1(N14) 1(N25) 1(N27) 1(N29~a) 1(N30~c) 1(N39~a) 1(N42~a) 2(N01) 3(N01) 3(N08) 5(N01) 5(N14) 6(N01) DUG~a E2~b GAL~a GU7 HAL HI@g~a KASZ~a LAGAB~a LAGAB~b MU NAMESZDA NE~a SAL SILA3~a SZA SZE~a SZITA@g~a SZITA~a1 SZU2 U4 ZATU710 ZATU751~a
11	151192	P006381	1(N01) 1(N08) 1(N14) 1(N24) 1(N26) 1(N28) 1(N28~c) 1(N29~a) 1(N30~a) 1(N30~c) 1(N39~a) 1(N42~a) 2(N01) 2(N08) 2(N29~a) 2(N39~a) 3(N01) 3(N39~a) 4(N01) 4(N39~a) AN DAM DUB~a E2~b GAL~a GAR GUG2 HI@g~a MAR@g~a ME~a MU NUNUZ~a1 SAG SAGSZU SAL SUG5 SZA SZE~a U4
11	151194	P006384	1(N01) 1(N05) 1(N14) 1(N25) 1(N26) 1(N29~a) 1(N30~a) 1(N30~c) 1(N42~a) 2(N01) 2(N08) 2(N42~a) 3(N42~a) 5(N01) 6(N57) AB~a AN DA~a DU8~c GAR GU7 GUG2 HI@g~a MU SAG SUG5 SZA SZA@g SZE~a U4 ZATU714 ZATU726~d
11	151195	P006391	1(N01) 1(N04) 1(N14) 1(N20) 1(N24) 1(N25) 1(N27) 1(N29~a) 1(N30~a) 1(N30~c) 1(N39~a) 1(N42~a) 2(N01) 2(N05) 2(N14) 2(N42~a) 3(N01) 3(N05) 3(N42~a) 4(N01) 5(N01) 5(N03) 5(N57) 6(N01) DU8~c DU8~c@g DUG~a GAR GU7 GUG2 HI@g~a KASZ~a KU6~a LAGAB~b SAG SZA@g SZE~a TUR U4 ZATU726~d
12	150870	P411619	1(N01) 1(N14) 1(N22) 1(N34) 1(N45) 2(N01) 2(N08) 2(N14) 2(N22) 2(N34) 2(N45) 2(N50) 3(N01) 3(N08) 3(N14) 3(N34) 3(N50) 4(N01) 4(N14) 4(N34) 4(N50) 5(N01) 5(N08) 5(N14) 5(N34) 6(N01) 6(N08) 6(N34) 7(N01) 8(N14) 8(N34) 9(N14) GAN2
12	151137	P006367	1(N01) 1(N14) 1(N22) 1(N34) 2(N01) 2(N14) 2(N22) 3(N01) 3(N08) 3(N14) 4(N01) 4(N08) 4(N14) 5(N01) 5(N08) 6(N01) 6(N08) 8(N01) 9(N08) 9(N14) AD~a AN AZ BU~a DAR~b DU GAN2 KI LUM MUD NUN~a PAP~a PIRIG~b1 SAL SZAB~a SZAB~b
12	152286	P006256	1(N01) 1(N14) 2(N01) 2(N14) 2(N45) 3(N01) 3(N14) 4(N01) 4(N14) AN BU~a DAR~b DU GAL~a GIBIL IB~a KI LUM MA MUD NUN~a PAP~a PIRIG~b1 SAL SZAB~a SZE~a U4
12	152287	P006257	1(N01) 1(N14) 1(N19) 2(N01) 2(N14) 2(N45) 3(N14) 8(N14) A AN BA BU~a DAR~b DA~a DU DUG~a EN~a EZEN~a GAL~a GAN2 GIBIL GU IB~a KI LUM MUD NAGAR~a NAGAR~b NUNUZ~a1 NUN~a PAP~a PIRIG~b1 SILA3~a SZAM2 SZE~a U4
12	154425	P003153	1(N01) 1(N14) 2(N01) 2(N14) 2(N34) 2(N45) 2(N48) 3(N01) 3(N14) 3(N34) 4(N01) 4(N34) 4(N48) 5(N01) 5(N14) 5(N34) 5(N48) 6(N01) 6(N48) 7(N01) 7(N48) NUN~a
13	151393	P002464	1(N01) 1(N04) 1(N14) 1(N34) 2(N01) 2(N34) 3(N14) 4(N01) 4(N14) 5(N01) 5(N14) 6(N01) 8(N01) BA DU8~c@g GAL~a GAR KU6~a SILA3~a SZA@g SZITA@g~a SZITA~a1 SZU TUR
13	153765	P001760	1(N01) 1(N14) 1(N34) 1(N57) 1(N58) 2(N01) 2(N14) 3(N01) 3(N14) 4(N01) 4(N14) 5(N01) 6(N01) 8(N01) BA BAD~a DU EN~a GAR GA~a KAR2~a KISAL~b1 NUN~b PA~a SANGA~a SILA3~a SZA@g SZITA@g~a SZITA~b1 SZU UB UKKIN~a ZATU647 ZATU659 ZATU780
13	154364	P004198	1(N01) 1(N14) 1(N34) 1(N39~a) 1(N48) 2(N01) 2(N48) 3(N14) 4(N01) 4(N14) 4(N34) 5(N01) 7(N01) 8(N01) AK~a DU8~c@g GAR GUG2 KU6~a NI~a SILA3~a SUHUR SZITA~b1 TA~c UDU~a ZATU659
13	154465	P003800	1(N01) 1(N48) 3(N01) 4(N34) 5(N01) 7(N01) 8(N01) MA NI~a SILA3~a SZITA~b1 UDU~a
13	154774	P003798	1(N01) 1(N02) 1(N14) 1(N34) 2(N01) 2(N14) 4(N01) 5(N01) 5(N14) 6(N01) 7(N01) 8(N01) GAR GU4 GUG2 HASZHUR HI@g~a KUR~a MA NE~a NIM~a NI~a SILA3~a SUHUR SZIR~a TA~a UDU~a ZATU659 ZATU686~a
14	152388	P005068	1(N01) 1(N14) 1(N22) 1(N45) 1(N50) 2(N01) 2(N14) 2(N22) 2(N50) 3(N01) 3(N45) 3(N50) 4(N01) 4(N14) 4(N50) 5(N01) 5(N14) 5(N45) 5(N50) 7(N14) 8(N14) A AB~a APIN~a BA BU~a DI EN~c GAL~a GAN2 GIR3@g~b GURUSZ~a KI LAGAB~b ME~a NAM2 NI~a PA~a RU SAL SZAB~a SZE~a U4 n
