signI	signJ	{measureName}
3(N01)	BA	88.66324776981342
2(N01)	SANGA~a	88.55902139297908
1(N01)	DI	88.31696459210661
1(N01)	ERIN	87.37805150857729
EN~a	SANGA~a	87.35443712576031
SZE~a	U4	87.2401351268862
1(N14)	E2~a	85.33390017237538
3(N01)	GI	85.06555898753652
3(N01)	PAP~a	84.69382751293918
1(N01)	1(N24)	84.66184436775738
1(N14)	4(N14)	84.49038077095861
GA~a	ZATU753	84.19130445977959
NI~a	RU	83.87238346356813
A	AN	83.82013488815805
1(N01)	GU4	83.81255522763185
BA	GI	83.56245052999583
AN	NUN~a	83.52948109215492
1(N34)	5(N01)	83.29836981040387
1(N45)	SZE~a	83.14136892450104
3(N01)	UDU~a	82.92103854179045
3(N01)	SZU	82.72808182452587
1(N14)	GAR	82.59412383143791
1(N14)	9(N01)	82.49428758882512
4(N01)	U4	82.42822657314112
1(N01)	MA	81.9181189152832
3(N01)	6(N01)	81.8416713354765
GI	SZE~a	81.83798378228883
3(N14)	SZE~a	81.77267001881124
1(N01)	TUR3~a	81.36852169459482
5(N01)	6(N01)	81.3113049894063
BAR	U4	81.27135135311642
3(N57)	U4	81.25929016628325
KUR~a	SAL	81.103436104547
PAP~a	SZE~a	80.9063279109076
5(N01)	U4	80.77444292074848
1(N01)	U2~b	80.29749719904582
DU	PAP~a	80.07471852583228
1(N01)	SIG2~b	79.98289841211373
1(N01)	APIN~a	79.96312661510215
2(N01)	4(N14)	79.85640523478779
2(N01)	NI~a	79.68529837323607
1(N01)	DUG~a	79.55315856875251
EN~a	NAM2	79.47513039090525
1(N57)	EN~a	79.23298846961936
AN	U4	78.90756017558837
BA	SZE~a	78.9057970101468
AN	PAP~a	78.83250398988162
4(N01)	6(N01)	78.74576237164266
AN	SZU	78.59791934929576
1(N57)	5(N01)	78.53154653116073
EN~a	IB~a	78.48391863668799
1(N57)	SAL	78.057040496387
1(N58)	BAD~a	78.0
2(N01)	KI	77.7403714397807
1(N14)	5(N14)	77.73639081579721
1(N01)	RU	77.54840211507329
5(N01)	SZE~a	77.48548643164382
1(N01)	GA2~a1	77.33221298300205
5(N01)	UDU~a	77.22949527135695
PAP~a	SZU	77.07117440147618
AN	SAL	76.89137380457642
2(N01)	KU6~a	76.46443956552649
2(N01)	SAG	76.40208582445233
1(N01)	8(N01)	76.36737423833657
3(N57)	E2~a	76.29023199950238
2(N01)	BAR	75.96907544661327
NAM2	PAP~a	75.83145154180863
1(N01)	ERIM~a	75.81908155834022
4(N14)	5(N01)	75.76713647309977
1(N01)	PIRIG~b1	75.37883392259808
1(N01)	KISAL~b1	74.97959881379275
BU~a	SZE~a	74.73154056731575
1(N01)	SUKKAL	74.5783573599683
1(N01)	ZATU753	74.29942417010706
1(N01)	SZE3	74.21451605530459
1(N01)	GI6	73.97916843024151
2(N01)	TUG2~a	73.92964820058712
2(N01)	NAM2	73.7362868076419
1(N24)	1(N39~a)	73.62201136546341
2(N14)	4(N14)	73.57788118149328
1(N57)	4(N01)	73.54912261081638
1(N34)	3(N01)	73.42718207582399
AN	HI	73.40676497484726
PAP~a	U4	73.38068275739381
AN	KI	73.10741138630233
1(N14)	3(N57)	73.02303810823338
1(N14)	SZU	73.00146595263413
1(N34)	4(N01)	72.8550506704132
2(N01)	8(N01)	72.41947045558854
4(N01)	AN	72.31877811422201
EN~a	TUR	71.90246662845418
1(N01)	MASZ2	71.85938462612198
AN	BU~a	71.66309536260133
3(N01)	3(N57)	71.38466251028119
1(N14)	SZU2	71.25667948796125
5(N01)	SAL	70.91351593991944
GAL~a	SZITA~a1	70.66859670164625
1(N01)	UNUG~a	70.16363435314445
3(N57)	BU~a	70.13121142190346
1(N01)	SILA3~a	69.95989947077193
3(N01)	A	69.90071032961676
EN~a	TE	69.7599714145355
2(N01)	HI	69.73932858345863
2(N01)	TUR	69.71524837984875
1(N01)	NAGA~a	69.59968564740124
BU~a	NAM2	69.39675238982808
1(N01)	SZA	69.39017037272055
1(N01)	UB	69.35657674854923
1(N14)	GAL~a	69.34564082532322
A	BU~a	69.16249535512402
1(N01)	4(N14)	68.60656179961074
2(N01)	PA~a	68.58523936161818
3(N01)	BU~a	68.55970013103361
1(N01)	RAD~a	68.41623301192752
