signI	signJ	{measureName}
5(N01)	BU~a	70.38776543892351
BU~a	TUR	70.27526958087732
DU	KI	70.26854628436273
A	NUN~a	70.26659887669359
PAP~a	TUR	70.17576672236868
BA	E2~a	70.02618680683553
1(N14)	SUHUR	69.99923764216912
1(N14)	AB2	69.96498375845444
E2~a	SANGA~a	69.93937492977615
4(N01)	PA~a	69.92113313256603
DU	U4	69.85468434706452
2(N14)	AB~a	69.72480925703283
KI	U4	69.67504788888941
6(N01)	AN	69.65248024088586
PA~a	SAL	69.64845453787785
AN	KU6~a	69.62820199407399
BU~a	HI	69.61902067266854
EN~a	KISAL~b1	69.60198736383977
2(N01)	U8	69.53307285249136
1(N01)	NUN~b	69.49748671539905
KI	SAL	69.43926683808922
1(N01)	NA~a	69.31318861443673
PAP~a	SAG	69.27795566785312
DU	E2~a	69.27186030325763
DU	GAL~a	69.25775151300915
2(N01)	ZATU753	69.22363111898491
1(N57)	NAM2	69.15714902078034
4(N01)	GAL~a	69.08113242832313
NUN~a	SZE~a	69.04350519597506
EN~a	NI~a	69.04338076056747
APIN~a	EN~a	68.99080550008247
5(N01)	ME~a	68.95305468172182
1(N01)	LAGAB~b	68.91510660789234
1(N01)	UDUNITA~a	68.9102112080294
EN~a	GISZ	68.85059691584111
1(N01)	ZATU659	68.64748460829445
1(N57)	BU~a	68.60883518657117
2(N01)	UNUG~a	68.58608649916798
GAL~a	PAP~a	68.581533805325
1(N45)	2(N14)	68.57334037486325
7(N01)	EN~a	68.5496914044039
2(N01)	AB2	68.44438313774896
1(N14)	SZITA~a1	68.37927519816293
2(N01)	2(N34)	68.37838207230016
AN	NAM2	68.37180457277582
BA	SAL	68.33291409290483
1(N01)	MAR~a	68.25228844498768
2(N01)	SU~a	68.24734626552484
1(N34)	GAL~a	68.19074138589569
5(N01)	KU6~a	68.04848672188403
ME~a	SZE~a	67.9024907853928
1(N24)	SZE~a	67.90143575120513
1(N58)	BAD~a	67.89467731673071
2(N01)	UDUNITA~a	67.8760573875168
1(N01)	1(N02)	67.86476247580761
AN	UDU~a	67.8193610436733
1(N01)	HI@g~a	67.77108248183595
KAB	NAM2	67.744560664603
2(N01)	RAD~a	67.69362611848861
3(N14)	7(N01)	67.67259203151507
1(N34)	7(N01)	67.64425674299953
GI	KI	67.5691099876593
AN	SZUBUR	67.49926196315988
3(N01)	SZUBUR	67.42373461857679
5(N01)	PA~a	67.40951535661348
2(N14)	BAR	67.31260460827059
BU~a	SI	67.30963278263295
1(N14)	2(N57)	67.27240099519803
AB~a	GI	67.15915769201358
6(N01)	7(N01)	67.13716727963846
HI	U4	66.96811212138012
2(N01)	KISAL~b1	66.94465233460305
HI	SAL	66.92812529054217
1(N14)	UDUNITA~a	66.87039657798034
SANGA~a	SZU	66.80530536971729
1(N57)	GI	66.78578040823346
EN~a	MUSZ3~a	66.73475454492922
GAL~a	PA~a	66.6369295199907
5(N01)	DU	66.63387181620274
1(N01)	AL	66.58749282953487
1(N01)	NAR	66.56919466544903
3(N01)	RU	66.54923319879282
NAM2	RAD~a	66.52364241345495
PA~a	RAD~a	66.50303328592766
1(N24)	1(N39~a)	66.46714119283976
1(N14)	TE	66.25613954894452
3(N01)	TE	66.23166796729193
5(N01)	SZU2	66.19784657561951
4(N14)	6(N01)	66.02537528332824
1(N01)	MU	65.98062520308935
ME~a	SANGA~a	65.92677813565999
AN	PA~a	65.92453874910662
1(N14)	GU7	65.90122237386923
1(N57)	6(N01)	65.74954994389233
3(N01)	MASZ	65.72147649546359
1(N01)	DIN	65.706950591981
KU6~a	SZE~a	65.6825673072269
1(N57)	SZU	65.54376632978503
GAL~a	TE	65.3528578110217
2(N14)	DU	65.33671880177326
E2~a	GAL~a	65.17246010491999
ME~a	SZU	65.05183781579235
1(N01)	SIG7	65.02796506139659
1(N57)	E2~a	65.01560147324567
BU~a	ME~a	65.00758173953899
2(N14)	KU6~a	64.98124219031651
3(N01)	NE~a	64.94400218644296
7(N01)	UDU~a	64.92728995153216
1(N01)	TI	64.91529706455931
NE~a	SZE~a	64.89041334948628
1(N01)	GAN2	64.743054140298
2(N01)	GISZ	64.64029358311639
A	SI	64.60583865453067
GI	NUN~a	64.60305024640212
SI	SZU	64.55871431337586
2(N01)	GA2~a1	64.52453925569617
A	GAL~a	64.52231030659424
3(N14)	GAL~a	64.51943812737468
ME~a	SAL	64.39431775856988
4(N01)	KI	64.2846568156504
4(N01)	NAM2	64.12906953863887
A	SANGA~a	64.10138084652124
SZE~a	UDU~a	64.0566620732164
KU6~a	PAP~a	64.03349140499535
3(N14)	SAL	64.00373906276461
4(N01)	SZU2	63.9730935403215
BU~a	PA~a	63.9312780751314
E2~a	HI	63.84885599525385
3(N57)	BA	63.81339418843193
GAL~a	GI	63.79000859230641
AN	RU	63.778784510290315
1(N14)	RAD~a	63.71919309504498
1(N01)	KASZ~b	63.59822717014868
SZU	UDU~a	63.59273044024921
2(N01)	2(N57)	63.52546048552634
2(N01)	MA	63.41500217400957
1(N01)	NAMESZDA	63.37015632797078
BAR	UDU~a	63.323447540337845
5(N01)	SI	63.32175003840031
3(N14)	E2~a	63.23130221603103
5(N01)	NAM2	63.17969412491577
AB~a	SANGA~a	63.1713751698201
5(N01)	AB~a	63.149608469503065
ME~a	PAP~a	63.08868924249562
4(N14)	5(N14)	63.0557962180579
2(N01)	E2~b	62.85571758823481
GI	UDU~a	62.855182075658824
1(N57)	SZUBUR	62.76508926475471
8(N01)	EN~a	62.727388544411774
1(N14)	GA~a	62.67229600760365
1(N08)	2(N01)	62.64953409316164
2(N45)	SZE~a	62.55730923999249
SAL	TUR	62.43027355018071
SZE~a	TE	62.29587092517194
1(N01)	NIM~a	62.28745461425392
2(N01)	DUG~c	62.2301998186189
1(N14)	IB~a	62.20988291722549
3(N57)	SI	62.188605716357245
ME~a	U4	62.14528656609982
BA	NUN~a	61.99009787058794
BA	KI	61.91395211002001
AN	MUSZEN	61.89690259740867
GI	SI	61.89551432533518
SI	U4	61.864956906503146
EN~a	GAN2	61.843626709556794
MUSZEN	PAP~a	61.79167058151405
3(N01)	SZITA~a1	61.70074328514856
NUN~a	SZU	61.61992496535795
A	KI	61.605959804837305
5(N01)	9(N01)	61.410930651962744
1(N14)	MUSZ3~a	61.18714167660056
5(N01)	SAG	61.16487235773768
2(N14)	9(N01)	61.11140951491716
2(N01)	APIN~a	61.10593868401058
NAM2	U4	61.08449334409743
DU	NUN~a	61.07366299644972
2(N01)	MASZ2	61.00048226239964
SAG	SAL	60.95012622104544
4(N01)	AB~a	60.93019040241963
1(N01)	GUG2	60.90486097352289
3(N01)	MUSZEN	60.761699951611966
