signI	signJ	{measureName}
A	NUN~a	75.03602861331996
5(N01)	A	74.99849971320857
3(N01)	HI	74.96198276241607
3(N14)	PAP~a	74.9353295238935
2(N14)	BU~a	74.92061574936024
1(N14)	1(N45)	74.9058199116497
1(N57)	3(N57)	74.84193905439699
3(N14)	8(N01)	74.80526775108376
3(N01)	TUR	74.75385319879662
HI	PAP~a	74.60581457865547
4(N01)	5(N14)	74.59869263637522
1(N01)	GI6	74.50208871196621
1(N14)	1(N24)	74.47982899067388
BAR	SAL	74.2976402901487
SAG	SZE~a	74.26694061917854
1(N14)	DUG~a	74.22572937477231
HI	U4	74.20011653947563
1(N24)	2(N01)	74.15488161503599
2(N01)	TUG2~a	74.03603242274765
1(N01)	2(N34)	73.89188056666134
DU	U4	73.7907152504422
BA	E2~a	73.77683241479377
1(N14)	DA~a	73.68132065493279
GAL~a	GA~a	73.67995710897442
2(N14)	NAM2	73.60897895643565
NUN~a	SZE~a	73.51293980548117
2(N14)	GAR	73.45929933958394
4(N01)	DU	73.34092514095262
1(N14)	MUSZEN	73.32331191439675
1(N14)	NE~a	73.30031278179952
BU~a	TUR	73.25743362213532
EN~a	RAD~a	73.21023022888431
NAM2	SAL	73.20462891046931
2(N01)	IB~a	73.15255052357965
KI	U4	73.11000085591242
PAP~a	PA~a	72.96153249457046
1(N34)	GI	72.91995575901252
DU	SANGA~a	72.91753421079117
AN	KU6~a	72.89944078928734
1(N14)	AB2	72.87467295422759
1(N01)	GADA~a	72.72033214504516
1(N34)	8(N01)	72.6350847436804
1(N14)	UD5~a	72.57349244896571
1(N57)	BU~a	72.48134495920361
1(N14)	U8	72.47630131697402
EN~a	GISZ	72.40276063622072
DU	KI	72.40120945329171
E2~a	SANGA~a	72.38993449715116
1(N14)	SUHUR	72.2942109984822
DU	E2~a	72.15840846934648
1(N14)	RU	72.14937017329716
BU~a	SI	72.1151205557707
EN~a	KISAL~b1	71.79330923878335
2(N01)	ERIM~a	71.66659612993874
2(N01)	GU7	71.65838829641511
1(N01)	UMUN2	71.60208449344273
APIN~a	EN~a	71.49360316849814
AB~a	GI	71.46766982166872
5(N01)	SANGA~a	71.44496917539422
3(N14)	AN	71.41739840981296
DU	GAL~a	71.3176537590972
PAP~a	TUR	71.2894061056371
KI	PAP~a	71.25610322304502
ME~a	SZE~a	71.20790190264766
1(N01)	1(N39~a)	71.07549196292227
PA~a	SAL	70.99440315809197
3(N14)	GI	70.92827429295464
6(N01)	U4	70.92369629394089
5(N01)	BU~a	70.87731942239581
KI	SAL	70.82078542405165
AN	NAM2	70.77679978286803
BA	SAL	70.66592896839275
4(N01)	PA~a	70.416376628802
1(N57)	GI	70.39817957398633
1(N57)	NAM2	70.39124452277608
GI	KI	70.36164443245978
6(N01)	AN	70.3193151272598
2(N14)	AB~a	70.28566014885901
GI	NUN~a	70.22496554495255
2(N01)	ZATU753	70.21758039049156
PAP~a	SAG	70.08224691934934
2(N01)	U8	70.02616982917482
1(N58)	BAD~a	70.0
2(N01)	UNUG~a	69.995187965812
EN~a	NI~a	69.95491176905193
1(N01)	NUN~b	69.92543196807104
KAB	NAM2	69.91403504248984
1(N01)	LAGAB~b	69.9127912251951
1(N14)	SZITA~a1	69.87455326126927
BU~a	ME~a	69.87074410650295
E2~a	HI	69.84986054537553
1(N01)	NA~a	69.67548841697891
2(N01)	AB2	69.57563193509095
4(N01)	GAL~a	69.51595668988331
1(N01)	UDUNITA~a	69.45947715508211
2(N01)	SU~a	69.37795973440953
5(N01)	ME~a	69.28938198693326
AN	UDU~a	69.2884797818689
1(N45)	2(N14)	69.21953215927888
1(N01)	ZATU659	69.20133940379331
7(N01)	EN~a	69.1882880660942
2(N01)	2(N34)	69.15943317362012
GAL~a	PAP~a	69.09906013228527
EN~a	MUSZ3~a	68.85953138124917
AN	SZUBUR	68.77475699707166
1(N34)	GAL~a	68.76231515271019
A	SI	68.74855685120014
1(N01)	1(N02)	68.69212826546728
5(N01)	KU6~a	68.681081661916
1(N01)	MAR~a	68.60503367978689
1(N34)	7(N01)	68.5728724995697
2(N01)	UDUNITA~a	68.54175883647017
2(N14)	BAR	68.4389887687158
2(N01)	RAD~a	68.38538988449397
SANGA~a	SZU	68.32755024289932
3(N14)	7(N01)	68.27626795486327
ME~a	SANGA~a	68.15857762377767
1(N24)	SZE~a	68.15178641607696
1(N01)	HI@g~a	68.05013244223039
3(N01)	SZUBUR	68.02448266334525
NE~a	SZE~a	68.02043124708668
5(N01)	PA~a	68.00204141734159
1(N57)	E2~a	67.99895323304199
1(N01)	AL	67.97945909343633
1(N01)	NAR	67.91421087847985
GAL~a	PA~a	67.90240632534936
KU6~a	SZE~a	67.89255903548387
1(N14)	2(N57)	67.8850992298355
HI	SAL	67.84500461950485
6(N01)	7(N01)	67.78013483176791
NAM2	RAD~a	67.671476923879
PA~a	RAD~a	67.5923167003634
1(N14)	UDUNITA~a	67.54543760549667
GAL~a	TE	67.53903971431512
3(N01)	MASZ	67.53075318459777
A	GAL~a	67.52881241692936
SZU	UDU~a	67.52148814653405
2(N01)	KISAL~b1	67.37796648955347
ME~a	SZU	67.28070276096959
1(N14)	GU7	67.1799355699029
5(N01)	DU	67.16716120607335
1(N01)	DIN	67.09215984011888
SI	SZU	67.08455452816057
3(N01)	RU	66.97213310420815
1(N14)	TE	66.95933782292133
1(N57)	SZU	66.92206187176507
E2~a	GAL~a	66.884765882306
3(N01)	TE	66.83505512103173
4(N14)	6(N01)	66.63703488043721
1(N24)	1(N39~a)	66.54299316015441
AN	RU	66.51895008562792
ME~a	U4	66.47639182082943
5(N01)	SZU2	66.46591243510882
AN	PA~a	66.35010810849657
ME~a	SAL	66.34868933310185
1(N01)	MU	66.29083343179843
1(N57)	6(N01)	66.28948400379643
A	KI	65.97996124853965
3(N01)	NE~a	65.94868231403439
KU6~a	PAP~a	65.92248006306477
SI	U4	65.89177648614803
GAL~a	GI	65.85611261580449
2(N14)	DU	65.84808694762249
AN	MUSZEN	65.82743061525326
BA	NUN~a	65.63620163877228
1(N01)	GAN2	65.61924540178934
3(N14)	GAL~a	65.61287633282954
ME~a	PAP~a	65.58395221812214
2(N14)	KU6~a	65.55309319024192
1(N57)	SZUBUR	65.5486156495328
4(N01)	KI	65.49403476571817
2(N01)	GISZ	65.43916282830502
1(N01)	SIG7	65.42164565341955
GI	SI	65.4196877279006
BAR	UDU~a	65.39710004410576
7(N01)	UDU~a	65.35475834241538
3(N57)	BA	65.32353113985407
BU~a	PA~a	65.3006660356593
HI	SZE~a	65.28675221801133
3(N14)	SAL	65.28636141889989
1(N01)	TI	65.22802822077075
2(N01)	GA2~a1	65.2165156555947
A	SANGA~a	65.13412667893151
SZE~a	TE	65.01304692104796
SZE~a	UDU~a	65.00772480592632
NUN~a	SZU	64.81830512975995
4(N01)	SZU2	64.8040625118726
4(N01)	NAM2	64.74872305242552
SAL	TUR	64.70313042443506
BA	KI	64.67227416747227
AB~a	U4	64.62890181720248
1(N01)	KASZ~b	64.52817956832479
MUSZEN	PAP~a	64.42629637444765
1(N14)	RAD~a	64.38975972957189
AB~a	SANGA~a	64.25988745559543
3(N57)	SI	64.25593682402952
GI	UDU~a	64.14780630910448
1(N08)	2(N01)	64.13281326325716
DU	NUN~a	64.11836912752395
2(N01)	2(N57)	64.10603035352061
NAM2	U4	63.94868803894029
EN~a	GAN2	63.92782436978417
5(N01)	SI	63.90052852634615
AN	DA~a	63.80800161758034
NE~a	U4	63.69244854924715
2(N01)	MA	63.691508815664356
3(N14)	E2~a	63.68818849358069
1(N01)	NAMESZDA	63.67425413826901
5(N01)	NAM2	63.6216361681189
E2~a	KI	63.598145688205896
4(N14)	5(N14)	63.52608647313866
5(N01)	AB~a	63.44735778703559
2(N01)	E2~b	63.43359963464366
1(N14)	GA~a	63.33128650141201
8(N01)	EN~a	63.25109204349743
SAG	SAL	63.20775714550502
A	ME~a	63.20103145022583
1(N14)	IB~a	63.119016910486685
3(N01)	SZITA~a1	62.855759660428134
2(N45)	SZE~a	62.76097316310853
2(N01)	DUG~c	62.73833468035597
1(N01)	NIM~a	62.50888825663057
2(N57)	U4	62.466438740076576
5(N01)	SAG	62.3798098640503
NUN~a	SAL	62.354357053813764
HI	SZU	62.35324692633281
BA	BU~a	62.17895431113637
