sign1	sign2	closeness
1(N39~a)	UB	   7.49
2(N14)	DAR~b	   7.49
E2~a	NI2	   7.49
EN2	SAL	   7.49
5(N01)	ZATU629	   7.49
GU4	MASZ	   7.49
E2~b	UNUG~a	   7.49
GU	SANGA~a	   7.49
6(N01)	TUN3~a	   7.48
SIG2~b	UMUN2	   7.48
3(N39~a)	HI	   7.48
SZUBUR	ZATU773~a	   7.48
A	ZABALAM~a	   7.48
KISIM~a	SZE~a	   7.48
GU4	NAM2	   7.48
KISAL~b1	ZATU753	   7.48
BULUG3	U4	   7.48
KAB	N	   7.48
1(N24)	4(N42~a)	   7.48
5(N14)	SILA3~a	   7.48
GAN~c	NE~a	   7.48
AN	BAD	   7.48
NAR	SZE3	   7.48
DIN	SZE3	   7.48
UB	URI3~a	   7.48
3(N01)	SUKUD	   7.48
3(N39~a)	AB~a	   7.48
2(N01)	5(N19)	   7.48
UKKIN~a	UNUG~a	   7.48
BULUG3	GU7	   7.47
7(N14)	ME~a	   7.47
1(N25)	E2~a	   7.47
SIG7	TE	   7.47
LU2	PAP~a	   7.47
DUR2	ERIM~a	   7.47
4(N14)	SUG5	   7.47
TAK4~a	UR~a	   7.47
3(N57)	6(N57)	   7.47
2(N57)	GU	   7.47
3(N40)	EN~a	   7.47
NI~b	U4	   7.47
3(N57)	EZEN~a	   7.46
5(N14)	GUG2	   7.46
DU	ZATU647	   7.46
1(N03)	UDU~a	   7.46
UDU~a	UKKIN~a	   7.46
5(N14)	NUN~b	   7.46
2(N42~a)	5(N05)	   7.46
NAM2	TUN3~a	   7.46
ENGIZ	UDU~a	   7.46
3(N19)	8(N14)	   7.46
KU6~a	SUKUD	   7.46
3(N57)	ZATU773~a	   7.46
GAR	ZATU726~d	   7.46
IM~a	KISAL~b1	   7.46
MASZ	NUN~b	   7.45
TE	ZATU753	   7.45
DA~a	DUG~c	   7.45
2(N45)	SI4~f	   7.45
IB~a	NAGA~a	   7.45
5(N01)	SZU2~a	   7.45
1(N25)	NE~a	   7.45
MASZ	SUHUR	   7.45
RAD~a	TUG2~a	   7.45
NUN~a	TUN3~a	   7.45
2(N39~a)	UB	   7.45
MASZ	SAR~a	   7.45
4(N39~a)	SZU	   7.45
KIR11	KUR~a	   7.45
DA~a	LU2	   7.45
NUNUZ~a1	SZA	   7.45
7(N14)	SI4~f	   7.45
BAR	SUG5	   7.45
IM~a	KI	   7.45
DUG~a	UKKIN~a	   7.45
N	SZAH2~a	   7.45
GISZ3~b	MASZ	   7.45
1(N25)	1(N29~a)	   7.45
NUNUZ~a1	SZA3~a1	   7.45
4(N01)	KAR2~a	   7.45
APIN~a	ZI~a	   7.44
1(N45)	4(N39~a)	   7.44
9(N01)	ZATU773~a	   7.44
1(N04)	NUNUZ~a1	   7.44
3(N57)	GUL	   7.44
5(N14)	HI@g~a	   7.44
1(N38)	EN~a	   7.44
GI6	GU4	   7.44
2(N45)	MAR~a	   7.44
BU~a	MUN~a1	   7.44
KIR11	U8	   7.44
SZIM~a	SZU	   7.44
3(N08)	5(N01)	   7.44
AN	BAD~a	   7.44
DUG~a	ERIM~a	   7.44
1(N01)	SZESZ~a	   7.44
1(N40)	DUG~a	   7.43
1(N18)	2(N14)	   7.43
1(N08)	E2~b	   7.43
ERIM2	ZATU649	   7.43
3(N01)	ZATU686~a	   7.43
BA	SZAKIR~c	   7.43
GI	ZATU647	   7.43
KINGAL	SAL	   7.43
AK~a	NAM2	   7.43
4(N34)	BU~a	   7.43
DA~a	ZATU773~a	   7.43
KISAL~b1	NAGA~a	   7.43
1(N46)	2(N57)	   7.43
6(N34)	8(N01)	   7.43
DIM~a	UR~a	   7.43
I	NA~a	   7.43
3(N39~a)	ME~a	   7.43
NA2~a	TUR	   7.43
RU	ZATU694~c	   7.43
IM~a	UDU~a	   7.43
EN~a	LAM	   7.43
AB~a	GA2~a2	   7.42
NAM2	ZAG~a	   7.42
DUB~a	SUG5	   7.42
AK~a	TUR3~a	   7.42
E2~b	GA~a	   7.42
SAR~a	U2~b	   7.42
IB~a	ZI~a	   7.42
4(N14)	KAB	   7.42
GU4	U8	   7.42
1(N24)	ZATU788	   7.42
4(N20)	SZE~a	   7.42
2(N19)	KI	   7.42
NUNUZ~c	NUN~a	   7.42
SZAB~a	ZATU737	   7.42
2(N01)	ZATU686~b	   7.42
ERIM~a	KU3~a	   7.42
GI	GURUSZ~a	   7.42
GURUSZDA~a	UDU~a	   7.41
MUSZEN	ZATU752	   7.41
1(N03)	SZE~a	   7.41
8(N01)	KASZ~a	   7.41
IM~a	NUNUZ~a1	   7.41
2(N01)	SZUR2~b	   7.41
AB~b	GISZ	   7.41
SAG	ZATU752	   7.41
6(N01)	LAM~b	   7.41
1(N46)	2(N34)	   7.41
N	ZI~a	   7.41
E~a	GAN2	   7.41
NINDA2	SAG	   7.41
SIG7	TUR	   7.41
KISAL~b1	NA2~a	   7.41
3(N08)	4(N01)	   7.40
NA2~a	PA~a	   7.40
NUNUZ~a1	SIG7	   7.40
1(N08)	DUG~b	   7.40
1(N02)	TAK4~a	   7.40
LAGAB~a	SZU	   7.40
NI2	SZE~a	   7.40
NIM~b1	TUR	   7.40
KASZ~b	NI~a	   7.40
MUSZ3~a	ZATU751~a	   7.40
3(N34)	BAR	   7.40
AK~a	PA~a	   7.40
SILA3~a	ZATU753	   7.40
GIBIL	NAGA~a	   7.40
9(N14)	AB~a	   7.40
9(N01)	SIG2~b	   7.40
1(N02)	1(N34)	   7.40
KASZ~b	ZATU753	   7.40
BU~b	EN~a	   7.40
NUNUZ~c	SAG	   7.40
1(N57)	MAH~a	   7.40
LAGAB~b	MA	   7.40
9(N01)	APIN~a	   7.40
GA2~a1	NAGA~a	   7.39
2(N14)	ZATU751~a	   7.39
GU	RU	   7.39
APIN~a	GU4	   7.39
KASZ~b	NE~a	   7.39
NE~a	SIG	   7.39
2(N57)	EZEN~b	   7.39
4(N19)	AN	   7.39
MUSZ3~a	ZI~a	   7.39
MUSZ3~a	TI	   7.39
4(N14)	DARA4~c2	   7.39
NAMESZDA	RU	   7.39
4(N04)	E2~a	   7.39
NIMGIR	RU	   7.39
3(N04)	4(N14)	   7.39
3(N01)	GISZ@t	   7.39
NI~b	SZAKIR~c	   7.39
GISZ	ZATU753	   7.39
3(N39~a)	BU~a	   7.39
E2~a	GADA~a	   7.39
SZAGAN	U4	   7.39
1(N45)	KU~b1	   7.38
HI	LU2	   7.38
5(N01)	SZEN~c@t	   7.38
GA~a	KALAM~b	   7.38
BAD~a	KINGAL	   7.38
BAR	SZITA~a1	   7.38
NUNUZ~a1	UR~a	   7.38
2(N34)	RU	   7.38
2(N22)	5(N01)	   7.38
AMAR	GESZTU~b	   7.38
KU3~a	SZAGAN	   7.38
1(N14)	6(N19)	   7.38
2(N01)	ZATU720	   7.38
3(N02)	AN	   7.38
MUSZ3~a	SILA3~a	   7.38
3(N34)	U2~b	   7.38
2(N03)	5(N05)	   7.38
3(N34)	6(N14)	   7.38
1(N14)	GIR~a	   7.37
AD~a	U4	   7.37
MU	UKKIN~a	   7.37
1(N48)	6(N34)	   7.37
2(N04)	2(N45)	   7.37
SAL	SZAM2	   7.37
HI	NA2~a	   7.37
A	ZATU710	   7.37
BA	E~a	   7.37
NAGAR~a	TAK4~a	   7.37
4(N34)	NUN~a	   7.37
MAR~a	U8	   7.37
9(N01)	LA2	   7.37
5(N01)	GA~b	   7.37
MU	ZATU651	   7.37
8(N01)	TI	   7.37
9(N01)	SZA	   7.37
3(N01)	ESZGAR	   7.37
MUD	TAK4~a	   7.37
KU6~a	MASZ2	   7.36
SILA3~a	SZUBUR	   7.36
AMA~a	SIG7	   7.36
MA	MU	   7.36
4(N01)	5(N04)	   7.36
HI	SZU2~a	   7.36
MUD	SUHUR	   7.36
4(N14)	DU8~c	   7.36
1(N45)	BAR	   7.36
2(N01)	KISZIK~a	   7.36
BUR2	TUR	   7.36
DU	GISZ3~a	   7.36
SZUBUR	ZATU752	   7.36
1(N14)	ZATU629	   7.36
2(N02)	SAG	   7.36
2(N14)	SZA@g	   7.36
E2~a	NUNUZ~c	   7.35
GUG2	HI	   7.35
GESZTU~b	UDU~a	   7.35
2(N14)	2(N40)	   7.35
MAH~a	UDU~a	   7.35
KASZ~b	MUSZEN	   7.35
NUNUZ~a1	URU~a1	   7.35
KUR~a	PIRIG~b1	   7.35
1(N51)	GUG2	   7.35
GA2~a1	LAGAB~a	   7.35
1(N34)	KID~b	   7.35
4(N01)	DU6~b	   7.35
DUG~b	MA	   7.35
2(N57)	UB	   7.35
1(N39~a)	8(N01)	   7.34
SILA3~a	UNUG~a	   7.34
KISAL~b1	ZATU647	   7.34
3(N01)	ZATU726~d	   7.34
1(N24)	3(N05)	   7.34
SUHUR	ZATU644~a	   7.34
SZITA~b1	UDU~a	   7.34
2(N01)	NI2	   7.34
GA~a	TI	   7.34
ENKUM	GAL~a	   7.34
E2~a	GAN~c	   7.34
HI	ZATU686~a	   7.34
DU8~c	SZITA~a1	   7.34
SZU	URI	   7.33
BA	ZATU703	   7.33
1(N02)	GA~a	   7.33
N	SAR~a	   7.33
2(N14)	ABGAL	   7.33
6(N01)	IDIGNA	   7.33
KASZ~c	NIMGIR	   7.33
LA2	PIRIG~b1	   7.33
GIR3~c	SAR~a	   7.33
2(N04)	SAG	   7.33
AL	GAN2	   7.33
SAG	ZATU651	   7.33
SZUBUR	ZATU694~c	   7.33
1(N24)	1(N40)	   7.33
1(N02)	KU3~a	   7.33
1(N04)	NE~a	   7.33
IB~a	UR2	   7.33
DU	NIM~b1	   7.33
NAM2	ZATU651	   7.32
4(N02)	EN~a	   7.32
5(N57)	DUG~a	   7.32
E~b	KISAL~b1	   7.32
DUG~c	SAG	   7.32
2(N14)	N	   7.32
BU~a	GESZTU~b	   7.32
2(N14)	ESZDA	   7.32
1(N04)	KU3~a	   7.32
9(N14)	PAP~a	   7.32
NESAG2~a	SZITA~a1	   7.31
4(N14)	DUR~b	   7.31
GESZTU~c5	ZATU735~b	   7.31
5(N57)	KASZ~a	   7.31
MAR~a	UDUNITA~a	   7.31
MU	NAGA~a	   7.31
AL	GA2~a1	   7.31
SZU	ZAG~a	   7.31
A	ZATU648	   7.31
BAR	SUKKAL	   7.31
EN~a	KA2	   7.31
MU	ZATU659	   7.31
3(N14)	4(N04)	   7.31
NUN~b	RU	   7.31
GI	GUL	   7.30
1(N24)	ZATU659	   7.30
GADA~a	U4	   7.30
U4	ZATU773~a	   7.30
NIR~a	PAP~a	   7.30
2(N14)	NUNUZ~c	   7.30
1(N40)	SZE~a	   7.30
KAR2~b	N	   7.30
2(N14)	SZAB~a	   7.30
2(N04)	5(N04)	   7.30
KASZ~b	KUR~a	   7.30
1(N01)	1(N40)	   7.30
KASZ~a	ZATU753	   7.30
BAR	TUN3~a	   7.30
6(N19)	PAP~a	   7.30
4(N57)	SZU2	   7.29
SU~a	UR~a	   7.29
KUR~a	UR~a	   7.29
MASZ	ZATU659	   7.29
DAR~b	SZUBUR	   7.29
DUR2	GI6	   7.29
SANGA~a	SI4~f	   7.29
E2~a	NUN~b	   7.29
GA~a	ZATU651	   7.29
E2~a	KA2	   7.29
BARA2~a	SZU2	   7.29
BAR	HI@g~a	   7.29
DUB~a	LAGAB~a	   7.28
5(N57)	BAR	   7.28
GI4~a	SAL	   7.28
U2~a	UR2	   7.28
BA	KALAM~b	   7.28
GADA~a	RU	   7.28
3(N01)	5(N19)	   7.28
1(N40)	2(N14)	   7.28
7(N01)	KA~a	   7.28
DAR~a	NI~a	   7.28
1(N24)	NI~a	   7.28
A	TU~b	   7.28
EN~a	GA'AR~a2	   7.28
1(N26)	GUG2	   7.28
AN	ZATU649	   7.28
DA~a	GA~b	   7.28
3(N01)	TAG~a1	   7.28
KINGAL	RAD~a	   7.28
DA~a	KASZ~b	   7.28
2(N03)	RU	   7.28
5(N14)	KU3~a	   7.28
KUR~a	LAGAB~b	   7.27
U4	ZATU628~a	   7.27
AL	SZA	   7.27
SZU2~a	UDU~a	   7.27
KI	LU2	   7.27
DUG~b	IB~a	   7.27
DIM~a	GISZ	   7.27
6(N14)	NUN~a	   7.27
NUN~a	ZATU686~a	   7.27
1(N25)	ZATU644~a	   7.26
3(N01)	BAHAR2~c	   7.26
LU2	SANGA~a	   7.26
5(N14)	7(N34)	   7.26
AMA~a	RU	   7.26
KAK~a	SZU	   7.26
2(N45)	3(N19)	   7.26
KASKAL	KASZ~c	   7.26
E2~a	ZATU737	   7.26
AB~b	ERIM~a	   7.26
7(N01)	SILA4~c	   7.26
2(N01)	BU3	   7.26
1(N39~a)	SI4~f	   7.26
IB~a	PAD~a	   7.26
AB~b	GU7	   7.26
AB~b	NI~a	   7.26
EZEN~b	KUR~a	   7.26
4(N19)	TE	   7.26
DARA4~c2	UDU~a	   7.26
TI	UNUG~a	   7.26
RAD~a	TI	   7.25
KAB	NIM~a	   7.25
1(N57@t)	E2~a	   7.25
5(N57)	SANGA~a	   7.25
SAL	UTUL~a	   7.25
EZEN~b	NAM2	   7.25
1(N42~a)	NI~a	   7.25
5(N14)	SILA4~c	   7.25
1(N01)	BU~b	   7.25
AK~a	SZAB~a	   7.25
4(N01)	4(N05)	   7.25
KASZ~b	NAGA~a	   7.25
2(N01)	TU~a	   7.25
TUR	ZATU647	   7.25
GUG2	TUR	   7.25
3(N01)	NIM~b2	   7.25
2(N57)	HI@g~a	   7.25
BAD	SZU	   7.25
NIMGIR	U4	   7.25
2(N42~a)	SAG	   7.25
3(N01)	SZA3~a2	   7.25
KISZ	NE~a	   7.25
1(N01)	PAP@t	   7.25
GISZGAL	ZATU737	   7.25
NE~a	TUG2~a	   7.24
SZEG9	SZE~a	   7.24
AB~a	BAHAR2~b	   7.24
BU~a	GISZ3~b	   7.24
2(N14)	9(N34)	   7.24
1(N34)	SAR~a	   7.24
2(N14)	GISZIMMAR~b1	   7.24
APIN~a	U8	   7.24
1(N58)	SU~a	   7.24
ISZ~b	NAM2	   7.24
AD~a	HI	   7.24
1(N45)	U2~b	   7.24
SZEN~b	SZE~a	   7.24
NUNUZ~a1	SAR~a	   7.24
1(N01)	ZATU651@g	   7.24
KID~b	SZE~a	   7.24
9(N14)	KU6~a	   7.24
U4	UKKIN~a	   7.24
DU	SIG2~b	   7.24
4(N34)	SANGA~a	   7.24
KUR~a	SZITA~a1	   7.24
2(N05)	EN~a	   7.24
9(N01)	ZATU752	   7.24
1(N14)	3(N03)	   7.24
4(N01)	SZAKIR~c	   7.23
RAD~a	SUHUR	   7.23
4(N57)	GAR	   7.23
AB~a	KASKAL	   7.23
AB~a	ZATU737	   7.23
3(N34)	SI	   7.23
1(N04)	3(N41)	   7.23
GU	MAR~a	   7.23
GISZ	SZA3~a1	   7.23
SAL	SZIDIM	   7.23
AMAR	MUN~a1	   7.23
NAGA~a	TI	   7.23
4(N57)	KU3~a	   7.23
9(N01)	DI	   7.23
GAN2	TI	   7.23
1(N57)	IDIGNA	   7.23
3(N01)	NU@g	   7.23
BAD	PAP~a	   7.23
EN~a	ZATU776	   7.23
6(N01)	USZ~a	   7.22
2(N14)	5(N05)	   7.22
8(N01)	GISZ3~b	   7.22
GAR	KASZ~b	   7.22
GI	NIR~a	   7.22
KAR2~a	UNUG~a	   7.22
UB	ZATU752	   7.22
1(N34)	6(N57)	   7.22
KUR~a	SIG7	   7.22
NESAG2~a	NUN~a	   7.22
RU	UD5~a	   7.22
APIN~a	LAGAB~b	   7.22
GI	IN~b	   7.22
1(N36)	AN	   7.22
EN2	SANGA~a	   7.22
DUB~a	MUSZEN	   7.22
1(N14)	ZATU756	   7.22
1(N20)	ME~a	   7.22
NAR	SZUBUR	   7.22
E2~a	LAM	   7.22
ERIN	SI	   7.22
7(N01)	ZATU628~a	   7.21
NA~a	UNUG~a	   7.21
GISZ	MU	   7.21
AD~a	BA	   7.21
GISZ3~b	NAR	   7.21
5(N01)	5(N02)	   7.21
GI	TUN3~a	   7.21
7(N01)	SZA3~a1	   7.21
DU	SZAM2	   7.21
DI	URI3~a	   7.21
TAK4~a	U8	   7.21
GU4	KISZ	   7.21
1(N52)	ZATU753	   7.21
4(N01)	NIM~b2	   7.20
A	BAD~a	   7.20
AN	BULUG3	   7.20
GESZTU~a	KASZ~b	   7.20
NIM~b1	SZU2~a	   7.20
E2~b	TI	   7.20
5(N01)	DU6~b	   7.20
SZA	ZATU659	   7.20
KISIM~a	ZATU752	   7.20
SIG2~b	ZATU737	   7.20
MA	URI3~a	   7.20
3(N34)	SUHUR	   7.20
3(N01)	UMBIN~a	   7.20
AMAR	SZITA~a1	   7.20
KISAL~b1	SZAB~a	   7.20
5(N34)	KI	   7.20
SIG2~b	URU~a1	   7.19
3(N57)	LAM~b	   7.19
GURUSZ~a	NUN~a	   7.19
IDIGNA	NUN~a	   7.19
AB~a	ZATU686~a	   7.19
U4	UR5~a	   7.19
4(N14)	KASZ~b	   7.19
NI~a	ZATU714	   7.19
LU2	MUSZEN	   7.19
DUG~b	SZU	   7.19
GAN2	SZAGAN	   7.19
NI~a	UR5~a	   7.19
DUG~a	EZEN~b	   7.19
SZE~a	ZATU788	   7.19
2(N03)	2(N42~a)	   7.19
1(N20)	1(N39~a)	   7.19
6(N01)	BAD~a	   7.19
NUN~b	U4	   7.19
MUSZ3~a	UR2	   7.19
MASZ2	NUN~a	   7.19
7(N14)	NI~a	   7.19
RAD~a	UMUN2	   7.19
AB~a	ENGIZ	   7.19
GUG2	RU	   7.18
1(N41)	2(N01)	   7.18
BAR	ZATU659	   7.18
1(N14)	GESZTU~a	   7.18
GIBIL	NUNUZ~a1	   7.18
KU~b1	PIRIG~b1	   7.18
8(N14)	RU	   7.18
AB2	LAGAB~b	   7.18
TE	ZAG~a	   7.18
NE~a	SZE3	   7.18
NESAG2~a	PA~a	   7.18
1(N14)	DU6~b	   7.18
3(N14)	SZEG9	   7.18
2(N39~a)	3(N42~a)	   7.18
1(N40)	1(N42~a)	   7.18
IB~a	ZATU686~a	   7.18
LA2	SZE3	   7.18
GU7	NAR	   7.17
5(N57)	DUB~a	   7.17
E2~a	ZATU644~a	   7.17
7(N14)	E2~b	   7.17
KI	TAR	   7.17
1(N28~c)	KASZ~a	   7.17
2(N19)	DU	   7.17
2(N20)	SZU2	   7.17
5(N14)	ISZ~b	   7.17
TUR3~a	ZI~a	   7.17
1(N34)	GAN~c	   7.17
IB~a	UKKIN~a	   7.17
AK~a	ERIN	   7.17
NUN~a	ZATU693	   7.17
AMAR	SU~a	   7.17
BALA~a	GI	   7.17
KASZ~b	PIRIG~b1	   7.16
1(N18)	1(N40)	   7.16
NA2~a	SZE3	   7.16
6(N14)	SI4~f	   7.16
4(N19)	5(N04)	   7.16
KASKAL	NAGA~a	   7.16
AB~a	HASZHUR	   7.16
SUHUR	UMUN2	   7.16
EN2	PA~a	   7.16
GA~a	KA~a	   7.16
2(N05)	U4	   7.16
KAR2~a	SZU	   7.16
KALAM~b	NAM2	   7.16
MUSZEN	U2~a	   7.16
PA~a	SIG7	   7.16
ME~a	ZATU686~a	   7.15
GU7	ZATU649	   7.15
GAL~a	ZATU714	   7.15
6(N01)	SZU2~a	   7.15
DI	SU~a	   7.15
BAD~a	SZAB~a	   7.15
NESAG2~a	SUKKAL	   7.15
1(N46)	AB~a	   7.15
4(N34)	E2~b	   7.15
5(N14)	SZAGAN	   7.15
E2~a	UMUN2	   7.15
1(N14)	1(N57)@t	   7.15
3(N57)	LU2	   7.14
1(N39~a)	SZAM2	   7.14
DI	MAR~a	   7.14
NIM~b1	NUN~a	   7.14
A	KAL~b2	   7.14
5(N14)	ZAG~a	   7.14
4(N42~a)	DUG~a	   7.14
1(N48)	1(N57)	   7.14
7(N01)	SAR~a	   7.14
ME~a	ZATU773~a	   7.14
1(N14)	3(N48)	   7.14
1(N34)	SZAM2	   7.14
2(N34)	LAGAB~b	   7.14
ERIM2	GI	   7.14
PAD~a	SUG5	   7.14
SZITA~a1	ZATU737	   7.14
2(N04)	NAM2	   7.13
GIR3~c	GISZ	   7.13
9(N01)	KASZ~c	   7.13
2(N14)	LAGAR~a	   7.13
3(N42~a)	UDU~a	   7.13
7(N01)	ZATU737	   7.13
2(N14)	3(N50)	   7.13
1(N57)@t	SZE~a	   7.13
SZU2	ZATU752	   7.13
2(N57)	ZATU752	   7.13
A	LU2	   7.13
SI	SIG2~b	   7.13
APIN~a	TAK4~a	   7.13
2(N20)	3(N42~a)	   7.13
3(N14)	ZATU647	   7.13
EN2	SI	   7.13
KASZ~a	KU6~a	   7.13
5(N14)	PIRIG~b1	   7.13
DUG~b	SUHUR	   7.13
6(N01)	BAD	   7.13
GA~a	SI4~a	   7.13
1(N02)	MA	   7.13
1(N01)	ANSZE~e	   7.12
SI4~a	ZATU648	   7.12
KU3~a	SZE3	   7.12
1(N01)	NANNA~a	   7.12
SZUBUR	TAR~a	   7.12
GA2~a1	KUR~a	   7.12
NAR	SIG	   7.12
A	E~a	   7.12
TUR	USZ~a	   7.12
1(N22)	ME~a	   7.12
GU4	SUHUR	   7.12
2(N39~a)	SAG	   7.12
MA	ZATU694~c	   7.12
GAL~a	GAN~c	   7.12
NIR~a	NUN~a	   7.11
GIR3@g~b	SZAB~a	   7.11
LAGAB~b	ZATU752	   7.11
3(N14)	EN2	   7.11
4(N39~a)	SAG	   7.11
2(N01)	ZATU749~b	   7.11
KISAL~b1	ZAG~a	   7.11
DUB~a	KI	   7.11
NUN~b	SZUBUR	   7.11
SZAB~a	TUR	   7.11
1(N50)	3(N14)	   7.11
U2~a	ZATU753	   7.11
LAGAB~a	MASZ	   7.11
MUSZ3~a	UD5~a	   7.11
PAP~a	TU~a	   7.11
TE	UR2	   7.11
1(N48)	SZE~a	   7.11
HI	ZATU694~c	   7.10
LAGAB~b	NUN~a	   7.10
1(N04)	NA~a	   7.10
2(N45)	SZIM~a	   7.10
GAN~c	NA2~a	   7.10
GI	UTUL~a	   7.10
3(N14)	MUN~a1	   7.10
4(N05)	5(N05)	   7.10
AD~a	NUNUZ~a1	   7.10
1(N42~a)	DU8~c	   7.10
2(N57)	APIN~a	   7.10
1(N34)	3(N39~a)	   7.10
AB~b	RAD~a	   7.10
GUG2	LAGAB~b	   7.10
EN~a	ZATU629	   7.10
GISZ	NI~b	   7.10
2(N14)	7(N19)	   7.10
3(N03)	3(N40)	   7.10
1(N48)	AN	   7.10
GUG2	TAK4~a	   7.10
DU	ZATU751~a	   7.10
URI3~a	ZATU659	   7.10
3(N02)	DUG~c	   7.10
GU	PIRIG~b1	   7.09
SAL	SZAGAN	   7.09
LAGAR~a	N	   7.09
A	SZIM~a	   7.09
1(N46)	LAGAB~b	   7.09
1(N25)	1(N40)	   7.09
SZU2	ZATU759	   7.09
DU	SZAGAN	   7.09
NAGA~a	TE	   7.09
3(N01)	3(N42~a)	   7.09
HI	KAK~a	   7.09
SIG7	URI3~a	   7.09
1(N57)	ZATU686~a	   7.09
DUB~a	MUSZ3~a	   7.09
NUN~a	TAR	   7.09
E2~b	IM~a	   7.09
MUD	SU~a	   7.08
1(N46)	9(N14)	   7.08
1(N42~a)	4(N14)	   7.08
AN	URI	   7.08
2(N05)	5(N05)	   7.08
KAL~b2	SZU	   7.08
MASZ2	TUR	   7.08
IB~a	NUN~b	   7.08
1(N57)@t	3(N01)	   7.08
2(N14)	2(N41)	   7.08
GISZIMMAR~b1	NUN~a	   7.08
MASZ	SZITA~a1	   7.08
1(N34)	BAD~a	   7.08
7(N01)	UR2	   7.08
2(N01)	ZATU776	   7.08
1(N46)	KU6~a	   7.08
1(N14)	GAN~b	   7.08
BUR~a	EN~a	   7.08
2(N03)	AB~a	   7.08
1(N57)	ZATU628~a	   7.08
E2~a	TU~b	   7.08
2(N14)	GAR3	   7.08
1(N46)	KI	   7.08
NAR	ZI~a	   7.07
GAR	PIRIG~b1	   7.07
2(N45)	8(N19)	   7.07
3(N39~a)	DU	   7.07
8(N01)	NIN	   7.07
KU6~a	SIG2~b	   7.07
GIBIL	GIR3@g~b	   7.07
GI	NI2	   7.07
DUG~b	ME~a	   7.07
1(N19)	5(N19)	   7.07
BA	ZATU714	   7.07
GESZTU~b	KU6~a	   7.07
1(N39~a)	NINDA2	   7.07
PA~a	ZAG~a	   7.07
1(N03)	ME~a	   7.07
MUSZ3~a	SUG5	   7.07
GURUSZDA	NUN~a	   7.07
KISZ	SZU2	   7.07
BA	GURUSZ~a	   7.07
GA2~a2	ME~a	   7.07
AB2	SIG7	   7.07
EN~a	ZATU703	   7.07
KISAL~b1	ZATU737	   7.06
SUG5	SU~a	   7.06
KU~b1	NAGA~a	   7.06
GA2~a2	NA~a	   7.06
6(N14)	SAG	   7.06
KI	SZAGAN	   7.06
GIR3@g~b	ZATU773~a	   7.06
6(N01)	GARA2~a	   7.06
AK~a	GA~a	   7.06
5(N57)	NE~a	   7.06
IM~a	KU6~a	   7.06
MAR~a	ZAG~a	   7.06
2(N42~a)	3(N20)	   7.06
2(N02)	GAL~a	   7.06
DUG~a	SZEN~b	   7.06
8(N01)	NIMGIR	   7.06
MAH~a	PAP~a	   7.06
DAR~b	PIRIG~b1	   7.06
SZIM~a	TE	   7.06
AN	KID~b	   7.06
TUR3~a	U2~b	   7.06
SILA4~a	TUR3~a	   7.06
2(N02)	TUR	   7.06
KASZ~b	UB	   7.05
EN2	NAM2	   7.05
KAB	SZA	   7.05
NA~a	SUKKAL	   7.05
AMAR	U2~b	   7.05
2(N01)	DU8~c@g	   7.05
4(N01)	SZEN~b	   7.05
SZU	ZATU795	   7.05
BARA2~a	U4	   7.05
GI6	SAR~a	   7.05
1(N39~a)	LAGAB~b	   7.05
7(N01)	GA2~a2	   7.05
KISAL~b1	ZI~a	   7.05
1(N08)	MA	   7.04
IM~a	ZATU737	   7.04
1(N04)	GISZ	   7.04
A	UMUN2	   7.04
LAM~b	SZUBUR	   7.04
GIBIL	NAR	   7.04
SUKKAL	SZU2	   7.04
2(N45)	LAGAB~b	   7.04
GI6	KASZ~b	   7.04
ERIN	RU	   7.04
SILA4~a	SUKKAL	   7.04
E2~a	TAR	   7.04
GU	TI	   7.04
2(N01)	SZUR2~a	   7.03
AD~a	NE~a	   7.03
5(N57)	NI~a	   7.03
MU	TAK4~a	   7.03
DUG~a	U2~a	   7.03
MUSZEN	TUG2~a	   7.03
E2~b	UD5~a	   7.03
KASKAL	UNUG~a	   7.03
2(N34)	UR2	   7.03
2(N57)	GU4	   7.03
DAH	SAL	   7.03
GISZ	SUHUR	   7.03
4(N39~a)	E2~a	   7.03
IDIGNA	UDU~a	   7.03
NAGA~a	UR~a	   7.03
5(N57)	DU	   7.03
EN~a	TU~a	   7.02
AMAR	NE~a	   7.02
BAD	KI	   7.02
LA2	UR~a	   7.02
BU~a	GA2~a2	   7.02
GADA~a	SILA4~a	   7.02
GU4	SU~a	   7.02
1(N45)	4(N04)	   7.02
GAL~a	LAM~b	   7.02
3(N14)	5(N05)	   7.02
DU	LU2	   7.02
1(N34)	SA~a	   7.02
2(N48)	5(N01)	   7.02
GAN2	KU3~a	   7.02
1(N01)	KISAL~a1	   7.02
1(N28)	DU8~c	   7.02
AN	ZABALAM~a	   7.02
BALA~a	E2~a	   7.02
1(N08)	KISAL~b1	   7.02
1(N51)	8(N01)	   7.02
6(N01)	ZATU651	   7.02
1(N30~a)	AN	   7.02
1(N42~a)	1(N51)	   7.01
3(N20)	SZE~a	   7.01
AB~b	NAM2	   7.01
1(N51)	E2~a	   7.01
1(N19)	4(N14)	   7.01
BARA2~a	PAP~a	   7.01
1(N02)	URI3~a	   7.01
3(N39~a)	MU	   7.01
2(N14)	GI4~a	   7.01
BA	KAR2~a	   7.01
MUSZ3~a	URU~a1	   7.01
1(N30~a)	1(N42~a)	   7.01
1(N30~a)	5(N01)	   7.01
