sign1	sign2	closeness
SUHUR	U2~b	  11.84
BAN~b	NI~a	  11.83
SILA3~d	ZATU759	  11.83
NAR	U4	  11.82
2(N39~a)	NAGA~a	  11.82
SAL	n	  11.82
BU~a	NI~a	  11.82
1(N42)	HI~a	  11.81
4(N41)	MUSZEN	  11.80
KU6~a	ZATU694~c	  11.80
KA~a	URU~a1	  11.79
BU~a	SILA3~d	  11.78
HI~a	SZU	  11.76
DU	SILA3~d	  11.75
MASZ2	UR4~a	  11.75
NI~a	ZATU759	  11.75
GI4~a	ZATU694~c	  11.74
KISIM~a	KU6~a	  11.74
3(N39~a)	SZU	  11.73
NUN~a	SAL	  11.73
2(N39~a)	KISZ	  11.72
KASZ~a	SZU2	  11.72
NAR	SZU	  11.72
EZINU~d	TE	  11.72
BU~a	MASZ2	  11.69
RU	SUHUR	  11.69
2(N19)	MUSZEN	  11.68
GI4~a	KISIM~a	  11.68
NIM~b1	ZATU694~c	  11.68
DU	NI~a	  11.67
1(N08)	A	  11.67
AN	TE	  11.65
NUN~a	SZU2	  11.65
6(N14)	NAGA~a	  11.63
KASZ~a	SAL	  11.63
KISIM~a	NIM~b1	  11.62
A	GI	  11.60
APIN~a	MASZ2	  11.60
SILA3~d	UR4~a	  11.60
3(N39~a)	TAR~a	  11.59
HI~a	KASZ~b	  11.59
1(N46)	MUSZEN	  11.56
1(N25)	3(N39~a)	  11.54
HI~a	SZE~a	  11.54
NAR	TAR~a	  11.54
6(N14)	KISZ	  11.53
NAGA~a	n	  11.53
NI~a	UR4~a	  11.52
1(N14)	BU~a	  11.52
1(N25)	NAR	  11.48
1(N42)	3(N39~a)	  11.48
BU~a	TUN3~a	  11.47
KI	TE	  11.45
APIN~a	SILA3~d	  11.45
KISZ	n	  11.43
BU~a	DILMUN	  11.43
1(N42)	NAR	  11.43
4(N14)	KU6~a	  11.38
3(N14)	U2~b	  11.38
APIN~a	NI~a	  11.37
KASZ~a	NAGA~a	  11.33
4(N14)	GI4~a	  11.32
NAGA~a	NUN~a	  11.30
4(N14)	NIM~b1	  11.27
3(N39~a)	KASZ~b	  11.26
BU~a	N	  11.26
KASZ~a	KISZ	  11.24
BU~a	EN~a	  11.24
3(N14)	RU	  11.22
KA~a	SAL	  11.22
KISZ	NUN~a	  11.21
3(N39~a)	SZE~a	  11.21
KASZ~b	NAR	  11.21
NAR	SZE~a	  11.15
DUG~b	LAGAB~b	  11.15
KA~a	SZU2	  11.14
6(N01)	KU6~a	  11.09
BU~a	PAP~a	  11.06
3(N57)	BU~a	  11.04
6(N01)	GI4~a	  11.03
BU~a	KISZ	  10.99
1(N08)	MASZ2	  10.99
6(N01)	NIM~b1	  10.97
AB~a	SUKKAL	  10.96
BU~a	NAGA~a	  10.95
DILMUN	NA	  10.94
BU~a	SUKKAL	  10.93
SAG	TE	  10.91
GIR3~c	KU6~a	  10.91
2(N01)	BU~a	  10.91
KU6~a	SUKKAL	  10.89
HI~a	ZATU694~c	  10.88
2(N14)	BU~a	  10.86
DILMUN	SUKUD@v	  10.85
NA	TUN3~a	  10.85
GI4~a	GIR3~c	  10.85
KI@n	TE	  10.84
1(N08)	SILA3~d	  10.84
HI~a	KISIM~a	  10.82
GIR3~c	NIM~b1	  10.79
KA~a	NAGA~a	  10.79
KASZ~c	TE	  10.78
BU~a	SZU2	  10.78
SUKUD@v	TUN3~a	  10.76
1(N08)	NI~a	  10.76
1(N57)	SIG2~a1	  10.76
4(N41)	SIG2~a1	  10.72
BAN~b	TE	  10.71
KA~a	KISZ	  10.70
BU~a	MUSZEN	  10.70
RAD~a	SUKKAL	  10.68
A	SUKKAL	  10.68
ISZ~a	KU6~a	  10.67
3(N01)	BU~a	  10.64
GI	MASZ2	  10.64
TE	ZATU759	  10.64
NAR	SUKKAL	  10.64
LAGAB~b	SUHUR	  10.62
GI4~a	ISZ~a	  10.62
2(N19)	SIG2~a1	  10.61
DUG~b	RAD~a	  10.61
1(N01)	SUKKAL	  10.61
3(N39~a)	SUKKAL	  10.60
BU~a	URU~a1	  10.60
DU	TE	  10.58
ISZ~a	NIM~b1	  10.56
3(N39~a)	ZATU694~c	  10.55
GI	SILA3~d	  10.51
1(N46)	SIG2~a1	  10.50
IDIGNA	KU6~a	  10.50
3(N39~a)	KISIM~a	  10.49
4(N14)	HI~a	  10.49
NAR	ZATU694~c	  10.49
GI	NI~a	  10.44
TE	UR4~a	  10.44
GI4~a	IDIGNA	  10.44
KISIM~a	NAR	  10.44
1(N57)	SAL	  10.39
HI~a	SUKKAL	  10.39
BU~a	SIG2~a1	  10.38
IDIGNA	NIM~b1	  10.38
SANGA~a	SUKKAL	  10.35
EZINU~d	KU6~a	  10.32
SAL	SUKKAL	  10.31
APIN~a	TE	  10.31
NIM~b1	SUKKAL	  10.28
1(N57)	URU~a1	  10.27
BU~a	SZU	  10.26
AN	KU6~a	  10.26
EZINU~d	GI4~a	  10.26
GI4~a	SUKKAL	  10.24
3(N14)	LAGAB~b	  10.22
6(N01)	HI~a	  10.22
AN	GI4~a	  10.20
EZINU~d	NIM~b1	  10.20
3(N39~a)	4(N14)	  10.16
2(N39~a)	DILMUN	  10.14
AN	NIM~b1	  10.14
4(N01)	BU~a	  10.12
4(N14)	NAR	  10.11
RAD~a	SUHUR	  10.10
DUG~b	MUSZEN	  10.09
KI	KU6~a	  10.08
2(N39~a)	TUN3~a	  10.05
GIR3~c	HI~a	  10.05
SUKKAL	TE	  10.03
GI4~a	KI	  10.02
4(N41)	URU~a1	   9.99
A	NA	   9.98
NAM2	RAD~a	   9.97
NAM2	SUKKAL	   9.97
6(N14)	DILMUN	   9.97
KI	NIM~b1	   9.96
NI~a	SUKKAL	   9.95
BU~a	LAGAB~b	   9.95
AB~a	NAM2	   9.94
SILA3~d	SUKKAL	   9.92
BU~a	NAM2	   9.90
A	SUKUD@v	   9.90
BU~a	U2~b	   9.90
BU~a	U4	   9.90
3(N39~a)	6(N01)	   9.89
2(N19)	URU~a1	   9.88
6(N14)	TUN3~a	   9.88
DILMUN	n	   9.88
KU6~a	NAM2	   9.87
1(N57)	SZU2	   9.87
MASZ2	SUKKAL	   9.85
6(N01)	NAR	   9.83
HI~a	ISZ~a	   9.83
DILMUN	NUN~a	   9.79
TUN3~a	n	   9.79
1(N46)	URU~a1	   9.78
BU~a	RU	   9.77
1(N08)	TE	   9.77
3(N39~a)	GIR3~c	   9.72
3(N14)	RAD~a	   9.72
NUN~a	TUN3~a	   9.71
1(N14)	SUKKAL	   9.70
DILMUN	KASZ~a	   9.70
A	NAM2	   9.68
EN~a	SUKKAL	   9.67
SUKKAL	TUN3~a	   9.67
GIR3~c	NAR	   9.67
HI~a	IDIGNA	   9.67
1(N01)	NAM2	   9.66
NAM2	NAR	   9.64
DILMUN	SUKKAL	   9.63
1(N57)	NAGA~a	   9.62
3(N39~a)	NAM2	   9.61
KU6~a	SAG	   9.61
KASZ~a	TUN3~a	   9.61
MUSZEN	SUHUR	   9.60
1(N57)	KISZ	   9.55
GI4~a	SAG	   9.55
KI@n	KU6~a	   9.55
GI	TE	   9.51
3(N39~a)	ISZ~a	   9.50
EZINU~d	HI~a	   9.50
GI4~a	KI@n	   9.49
KASZ~c	KU6~a	   9.49
NIM~b1	SAG	   9.49
N	SUKKAL	   9.49
AN	HI~a	   9.44
ISZ~a	NAR	   9.44
BAN~b	KU6~a	   9.43
GI4~a	KASZ~c	   9.43
KI@n	NIM~b1	   9.43
HI~a	NAM2	   9.42
MASZ2	NA	   9.40
NAM2	SANGA~a	   9.39
4(N41)	SZU2	   9.38
BAN~b	GI4~a	   9.37
KASZ~c	NIM~b1	   9.37
KU6~a	ZATU759	   9.37
NAM2	SAL	   9.35
3(N39~a)	IDIGNA	   9.33
SUKKAL	SZU	   9.33
DILMUN	KA~a	   9.33
MASZ2	SUKUD@v	   9.32
NAM2	NIM~b1	   9.32
BAN~b	NIM~b1	   9.31
DU	KU6~a	   9.31
GI4~a	ZATU759	   9.31
3(N57)	SUKKAL	   9.31
GI4~a	NAM2	   9.29
2(N19)	SZU2	   9.28
4(N41)	SAL	   9.28
HI~a	KI	   9.28
IDIGNA	NAR	   9.28
KISZ	SUKKAL	   9.27
2(N39~a)	A	   9.26
DU	GI4~a	   9.26
NIM~b1	ZATU759	   9.26
NA	SILA3~d	   9.25
KA~a	TUN3~a	   9.25
3(N14)	MUSZEN	   9.24
NAGA~a	SUKKAL	   9.23
DUG~b	SIG2~a1	   9.21
A	NUN~a	   9.21
2(N01)	SUKKAL	   9.20
DU	NIM~b1	   9.20
KU6~a	UR4~a	   9.20
1(N46)	SZU2	   9.18
2(N19)	SAL	   9.18
NA	NI~a	   9.17
SILA3~d	SUKUD@v	   9.17
3(N39~a)	EZINU~d	   9.17
2(N14)	SUKKAL	   9.16
GI4~a	UR4~a	   9.14
BU~a	TAR~a	   9.12
3(N39~a)	AN	   9.11
EZINU~d	NAR	   9.11
6(N14)	A	   9.10
NI~a	SUKUD@v	   9.10
NAM2	TE	   9.10
SUKKAL	SZU2	   9.09
BU~a	SZE~a	   9.09
1(N46)	SAL	   9.08
APIN~a	KU6~a	   9.08
NIM~b1	UR4~a	   9.08
1(N25)	BU~a	   9.07
AN	NAR	   9.06
NAM2	NI~a	   9.03
1(N42)	BU~a	   9.03
A	n	   9.02
APIN~a	GI4~a	   9.02
PAP~a	SUKKAL	   9.02
NAM2	SILA3~d	   9.00
4(N41)	NAGA~a	   8.99
3(N01)	SUKKAL	   8.98
PA~a	RAD~a	   8.97
APIN~a	NIM~b1	   8.96
3(N39~a)	KI	   8.95
SUKKAL	URU~a1	   8.94
NAM2	PA~a	   8.94
MASZ2	NAM2	   8.93
PA~a	SUKKAL	   8.91
EN~a	NAM2	   8.90
KI	NAR	   8.89
2(N19)	NAGA~a	   8.89
4(N41)	KISZ	   8.89
AB~a	PA~a	   8.89
NAM2	SZU	   8.88
A	KASZ~a	   8.86
BU~a	PA~a	   8.86
BU~a	KASZ~b	   8.86
HI~a	SAG	   8.84
A	KA~a	   8.83
KU6~a	PA~a	   8.83
1(N14)	NAM2	   8.80
1(N46)	NAGA~a	   8.79
2(N19)	KISZ	   8.79
SIG2~a1	SUHUR	   8.78
HI~a	KI@n	   8.78
NAM2	TUN3~a	   8.77
SIG2~a1	SUKKAL	   8.76
1(N57)	A	   8.76
1(N01)	PA~a	   8.74
DILMUN	NAM2	   8.74
HI~a	KASZ~c	   8.73
2(N39~a)	MASZ2	   8.72
1(N57)	DILMUN	   8.70
1(N46)	KISZ	   8.69
BAN~b	HI~a	   8.67
MUSZEN	SUKKAL	   8.66
A	PA~a	   8.66
1(N57)	TUN3~a	   8.65
NAR	PA~a	   8.63
HI~a	ZATU759	   8.62
N	NAM2	   8.61
1(N08)	KU6~a	   8.61
3(N39~a)	PA~a	   8.60
2(N39~a)	SILA3~d	   8.57
6(N14)	MASZ2	   8.57
DU	HI~a	   8.56
DUG~b	URU~a1	   8.55
4(N01)	SUKKAL	   8.55
1(N08)	GI4~a	   8.55
GI	KU6~a	   8.53
MASZ2	NUN~a	   8.52
3(N39~a)	SAG	   8.51
2(N39~a)	NI~a	   8.49
MASZ2	n	   8.49
1(N08)	NIM~b1	   8.49
3(N14)	SIG2~a1	   8.46
3(N39~a)	KI@n	   8.45
HI~a	UR4~a	   8.45
NAR	SAG	   8.45
3(N57)	NAM2	   8.45
PA~a	SZU	   8.44
HI~a	PA~a	   8.43
KISZ	NAM2	   8.42
6(N14)	SILA3~d	   8.41
LAGAB~b	SUKKAL	   8.40
PA~a	SANGA~a	   8.40
3(N39~a)	KASZ~c	   8.40
KI@n	NAR	   8.40
GI	GI4~a	   8.39
SUKKAL	U4	   8.39
NAGA~a	NAM2	   8.39
NUN~a	SILA3~d	   8.38
PA~a	SAL	   8.37
SUKKAL	U2~b	   8.37
2(N01)	NAM2	   8.35
NA	TE	   8.35
3(N39~a)	BAN~b	   8.34
APIN~a	HI~a	   8.34
KASZ~c	NAR	   8.34
NIM~b1	PA~a	   8.34
GI	NIM~b1	   8.34
6(N14)	NI~a	   8.34
KASZ~a	MASZ2	   8.34
SILA3~d	n	   8.34
2(N14)	NAM2	   8.32
NI~a	NUN~a	   8.32
GI4~a	PA~a	   8.31
BU~a	ZATU694~c	   8.29
3(N39~a)	ZATU759	   8.29
BAN~b	NAR	   8.29
SUKUD@v	TE	   8.28
NI~a	n	   8.26
RU	SUKKAL	   8.26
NAM2	SZU2	   8.26
BU~a	KISIM~a	   8.25
3(N39~a)	DU	   8.23
NAR	ZATU759	   8.23
NAM2	PAP~a	   8.19
KASZ~a	SILA3~d	   8.19
DU	NAR	   8.18
3(N01)	NAM2	   8.16
EN~a	PA~a	   8.15
PA~a	TE	   8.14
SUHUR	URU~a1	   8.14
NAM2	URU~a1	   8.13
3(N39~a)	UR4~a	   8.12
KA~a	MASZ2	   8.12
KASZ~a	NI~a	   8.11
NI~a	PA~a	   8.09
NAR	UR4~a	   8.07
PA~a	SILA3~d	   8.06
1(N57)	MASZ2	   8.04
3(N39~a)	APIN~a	   8.01
DUG~b	SZU2	   8.01
MASZ2	PA~a	   8.00
KA~a	SILA3~d	   7.98
4(N14)	BU~a	   7.98
NAM2	SIG2~a1	   7.97
APIN~a	NAR	   7.96
1(N57)	SILA3~d	   7.96
KA~a	NI~a	   7.92
1(N57)	NI~a	   7.92
DUG~b	SAL	   7.91
1(N08)	HI~a	   7.90
MUSZEN	NAM2	   7.89
1(N14)	PA~a	   7.89
PA~a	TUN3~a	   7.86
3(N14)	URU~a1	   7.83
DILMUN	PA~a	   7.83
GI	HI~a	   7.81
4(N01)	NAM2	   7.77
6(N01)	BU~a	   7.77
NAM2	U4	   7.75
2(N39~a)	TE	   7.74
SUKKAL	TAR~a	   7.72
N	PA~a	   7.71
1(N25)	SUKKAL	   7.68
NUN~a	TE	   7.65
1(N42)	SUKKAL	   7.65
LAGAB~b	NAM2	   7.64
BU~a	GIR3~c	   7.63
DUG~b	NAGA~a	   7.62
SUHUR	SZU2	   7.62
NAM2	U2~b	   7.61
6(N14)	TE	   7.61
1(N57)	TE	   7.60
1(N08)	3(N39~a)	   7.57
3(N57)	PA~a	   7.57
4(N41)	DILMUN	   7.57
1(N57)	KU6~a	   7.55
KISZ	PA~a	   7.54
TE	n	   7.54
3(N39~a)	GI	   7.54
DUG~b	KISZ	   7.52
SAL	SUHUR	   7.52
1(N08)	NAR	   7.52
NAGA~a	PA~a	   7.51
NAM2	RU	   7.51
KASZ~b	SUKKAL	   7.50
GI	NAR	   7.49
2(N01)	PA~a	   7.49
2(N19)	DILMUN	   7.48
4(N41)	TUN3~a	   7.48
SUKKAL	SZE~a	   7.47
BU~a	ISZ~a	   7.46
2(N14)	PA~a	   7.46
KASZ~a	TE	   7.41
PA~a	SZU2	   7.40
1(N46)	DILMUN	   7.39
2(N19)	TUN3~a	   7.39
KU6~a	NA	   7.36
PAP~a	PA~a	   7.34
BU~a	IDIGNA	   7.33
3(N14)	SZU2	   7.32
3(N01)	PA~a	   7.31
GI4~a	NA	   7.30
KU6~a	SUKUD@v	   7.30
1(N46)	TUN3~a	   7.30
KA~a	TE	   7.29
PA~a	URU~a1	   7.29
GI4~a	SUKUD@v	   7.25
NA	NIM~b1	   7.25
3(N14)	SAL	   7.23
NAGA~a	SUHUR	   7.23
BU~a	EZINU~d	   7.20
NIM~b1	SUKUD@v	   7.19
1(N57)	GI4~a	   7.19
1(N57)	NIM~b1	   7.16
AN	BU~a	   7.15
PA~a	SIG2~a1	   7.14
KISZ	SUHUR	   7.13
MUSZEN	PA~a	   7.12
PA~a	U4	   7.11
SUKKAL	ZATU694~c	   7.03
NAM2	TAR~a	   7.03
BU~a	KI	   7.02
KISIM~a	SUKKAL	   7.00
1(N25)	NAM2	   7.00
1(N01)	USZ~a	   6.98
EN~a	LAL2~a	   6.98
GAL~a	IM~a	   6.98
GAL~a	SZUBUR	   6.98
IM~a	SZA	   6.98
LAL2~a	NIM~b2	   6.98
SZUBUR	USZ~a	   6.98
1(N01)	SZUBUR	   6.98
1(N57)	HI~a	   6.97
4(N01)	PA~a	   6.97
1(N42)	NAM2	   6.96
EN~a	NIM~b2	   6.96
GAL~a	SZA	   6.96
GAL~a	USZ~a	   6.96
IM~a	SZUBUR	   6.96
RAD~a	SZA	   6.96
KU6~a	NUN~a	   6.94
4(N41)	A	   6.94
1(N01)	GAL~a	   6.94
IM~a	RAD~a	   6.94
IM~a	USZ~a	   6.94
SZA	SZUBUR	   6.94
3(N14)	NAGA~a	   6.93
1(N01)	IM~a	   6.92
GAL~a	RAD~a	   6.92
SZA	USZ~a	   6.92
1(N01)	NIM~b2	   6.90
1(N01)	SZA	   6.89
RAD~a	SZUBUR	   6.89
NIM~b2	SZUBUR	   6.89
1(N01)	LAL2~a	   6.88
LAL2~a	SZUBUR	   6.87
LAL2~a	RAD~a	   6.87
RAD~a	USZ~a	   6.87
EN~a	SZUBUR	   6.86
2(N19)	A	   6.86
LAGAB~b	PA~a	   6.86
1(N57)	3(N39~a)	   6.86
EN~a	SZA	   6.85
NIM~b2	RAD~a	   6.85
SZU	USZ~a	   6.85
1(N57)	NAR	   6.84
3(N14)	KISZ	   6.84
KASZ~b	NAM2	   6.83
2(N39~a)	KU6~a	   6.83
EN~a	IM~a	   6.83
LAL2~a	SZA	   6.83
PA~a	USZ~a	   6.83
SZU	SZUBUR	   6.83
PA~a	U2~b	   6.83
EN~a	GAL~a	   6.81
GAL~a	SZU	   6.81
IM~a	LAL2~a	   6.81
NIM~b2	SZA	   6.81
PA~a	SZUBUR	   6.81
BU~a	SZUBUR	   6.81
NAM2	SZE~a	   6.80
GI4~a	NUN~a	   6.80
GAL~a	LAL2~a	   6.79
GAL~a	PA~a	   6.79
IM~a	NIM~b2	   6.79
IM~a	SZU	   6.79
NAM2	USZ~a	   6.79
4(N14)	SUKKAL	   6.78
1(N46)	A	   6.78
2(N39~a)	GI4~a	   6.77
EN~a	USZ~a	   6.77
GAL~a	NIM~b2	   6.77
IM~a	PA~a	   6.77
NAM2	SZUBUR	   6.77
SUKKAL	USZ~a	   6.77
SZA	SZU	   6.77
NIM~b1	NUN~a	   6.75
HI~a	NA	   6.75
AB~a	USZ~a	   6.75
GAL~a	NAM2	   6.75
LAL2~a	USZ~a	   6.75
PA~a	SZA	   6.75
SUKKAL	SZUBUR	   6.75
PA~a	RU	   6.74
AB~a	SZUBUR	   6.72
BU~a	USZ~a	   6.72
GAL~a	SUKKAL	   6.72
IM~a	NAM2	   6.72
NIM~b2	USZ~a	   6.72
2(N39~a)	NIM~b1	   6.71
6(N14)	KU6~a	   6.71
AB~a	GAL~a	   6.70
IM~a	SUKKAL	   6.70
KU6~a	USZ~a	   6.70
NAM2	SZA	   6.70
HI~a	SUKUD@v	   6.69
AB~a	IM~a	   6.68
BU~a	GAL~a	   6.68
KU6~a	SZUBUR	   6.68
SUKKAL	SZA	   6.68
BU~a	SAG	   6.68
AB~a	SZA	   6.66
BU~a	IM~a	   6.66
GAL~a	KU6~a	   6.66
6(N14)	GI4~a	   6.65
KU6~a	n	   6.65
BU~a	SZA	   6.64
IM~a	KU6~a	   6.64
BU~a	KI@n	   6.63
KA~a	KU6~a	   6.63
KU6~a	SZA	   6.62
A	SZUBUR	   6.60
6(N01)	SUKKAL	   6.60
LAL2~a	SZU	   6.60
6(N14)	NIM~b1	   6.60
GI4~a	n	   6.60
BU~a	KASZ~c	   6.59
A	USZ~a	   6.58
LAL2~a	PA~a	   6.58
NIM~b2	SZU	   6.58
NAR	USZ~a	   6.55
NIM~b2	PA~a	   6.55
BAN~b	BU~a	   6.54
KASZ~a	KU6~a	   6.54
NIM~b1	n	   6.54
3(N39~a)	USZ~a	   6.53
A	GAL~a	   6.53
LAL2~a	NAM2	   6.53
NAR	SZUBUR	   6.53
4(N41)	MASZ2	   6.52
3(N39~a)	SZUBUR	   6.51
A	IM~a	   6.51
GAL~a	NAR	   6.51
LAL2~a	SUKKAL	   6.51
NAM2	NIM~b2	   6.51
BU~a	ZATU759	   6.50
GIR3~c	SUKKAL	   6.49
3(N39~a)	GAL~a	   6.49
A	SZA	   6.49
AB~a	LAL2~a	   6.49
IM~a	NAR	   6.49
NIM~b2	SUKKAL	   6.49
GI4~a	KA~a	   6.48
GI4~a	KASZ~a	   6.48
1(N57)	BU~a	   6.47
3(N39~a)	IM~a	   6.47
AB~a	NIM~b2	   6.47
BU~a	LAL2~a	   6.47
NAR	SZA	   6.47
BU~a	DU	   6.46
3(N39~a)	SZA	   6.45
BU~a	NIM~b2	   6.45
KU6~a	LAL2~a	   6.45
2(N19)	MASZ2	   6.44
KA~a	NIM~b1	   6.43
KU6~a	NIM~b2	   6.43
KASZ~a	NIM~b1	   6.42
3(N39~a)	NA	   6.42
NAM2	ZATU694~c	   6.41
HI~a	USZ~a	   6.41
HI~a	SZUBUR	   6.39
SANGA~a	USZ~a	   6.39
KISIM~a	NAM2	   6.38
BU~a	UR4~a	   6.37
1(N46)	MASZ2	   6.37
4(N41)	SILA3~d	   6.37
GAL~a	HI~a	   6.36
SAL	USZ~a	   6.36
SANGA~a	SZUBUR	   6.36
3(N39~a)	SUKUD@v	   6.36
NA	NAR	   6.36
ISZ~a	SUKKAL	   6.35
BU~a	GI	   6.35
GAL~a	SANGA~a	   6.34
HI~a	IM~a	   6.34
NIM~b1	USZ~a	   6.34
SAL	SZUBUR	   6.34
HI~a	NUN~a	   6.34
DILMUN	DUG~b	   6.32
A	LAL2~a	   6.32
GAL~a	SAL	   6.32
GI4~a	USZ~a	   6.32
HI~a	SZA	   6.32
IM~a	SANGA~a	   6.32
NIM~b1	SZUBUR	   6.32
PA~a	TAR~a	   6.31
NAR	SUKUD@v	   6.30
A	NIM~b2	   6.30
GAL~a	NIM~b1	   6.30
GI4~a	SZUBUR	   6.30
IM~a	SAL	   6.30
LAL2~a	NAR	   6.30
SANGA~a	SZA	   6.30
2(N19)	SILA3~d	   6.29
4(N41)	NI~a	   6.29
1(N25)	PA~a	   6.29
APIN~a	BU~a	   6.28
3(N39~a)	LAL2~a	   6.28
GAL~a	GI4~a	   6.28
IM~a	NIM~b1	   6.28
NAR	NIM~b2	   6.28
SAL	SZA	   6.28
3(N39~a)	NIM~b2	   6.26
GI4~a	IM~a	   6.26
NIM~b1	SZA	   6.26
1(N42)	PA~a	   6.26
2(N39~a)	HI~a	   6.25
SZUBUR	U4	   6.25
IDIGNA	SUKKAL	   6.24
GI4~a	SZA	   6.24
DUG~b	TUN3~a	   6.23
1(N46)	SILA3~d	   6.22
2(N19)	NI~a	   6.22
TE	USZ~a	   6.19
4(N14)	NAM2	   6.19
SZUBUR	TE	   6.17
GAL~a	TE	   6.15
HI~a	LAL2~a	   6.15
NI~a	USZ~a	   6.15
KASZ~b	PA~a	   6.14
6(N14)	HI~a	   6.14
1(N46)	NI~a	   6.14
EZINU~d	SUKKAL	   6.13
1(N57)	SUKKAL	   6.13
HI~a	NIM~b2	   6.13
IM~a	TE	   6.13
LAL2~a	SANGA~a	   6.13
NI~a	SZUBUR	   6.13
SILA3~d	USZ~a	   6.13
1(N57)	SZUBUR	   6.13
PA~a	SZE~a	   6.11
GAL~a	NI~a	   6.11
LAL2~a	SAL	   6.11
NIM~b2	SANGA~a	   6.11
SILA3~d	SZUBUR	   6.11
SZA	TE	   6.11
PAP~a	SZUBUR	   6.11
AN	SUKKAL	   6.10
GAL~a	SILA3~d	   6.09
IM~a	NI~a	   6.09
LAL2~a	NIM~b1	   6.09
MASZ2	USZ~a	   6.09
NIM~b2	SAL	   6.09
HI~a	n	   6.08
3(N39~a)	NUN~a	   6.07
GI4~a	LAL2~a	   6.07
IM~a	SILA3~d	   6.07
MASZ2	SZUBUR	   6.07
NIM~b1	NIM~b2	   6.07
NI~a	SZA	   6.07
HI~a	KA~a	   6.05
GAL~a	MASZ2	   6.05
GI4~a	NIM~b2	   6.05
SILA3~d	SZA	   6.05
6(N01)	NAM2	   6.03
NAR	NUN~a	   6.03
IM~a	MASZ2	   6.02
1(N57)	NAM2	   6.02
1(N14)	USZ~a	   6.00
MASZ2	SZA	   6.00
NIM~b2	U4	   6.00
LAL2~a	U4	   5.99
KI	SUKKAL	   5.99
1(N14)	SZUBUR	   5.98
TUN3~a	USZ~a	   5.98
1(N57)	NIM~b2	   5.98
HI~a	KASZ~a	   5.97
DILMUN	SUHUR	   5.97
1(N57)	LAL2~a	   5.97
1(N14)	GAL~a	   5.96
DILMUN	USZ~a	   5.96
SZUBUR	TUN3~a	   5.96
MUSZEN	SZUBUR	   5.96
1(N14)	IM~a	   5.94
DILMUN	SZUBUR	   5.94
GAL~a	TUN3~a	   5.94
LAL2~a	TE	   5.94
1(N08)	BU~a	   5.93
GIR3~c	NAM2	   5.93
SZA	U4	   5.93
IM~a	U4	   5.92
1(N57)	PA~a	   5.92
2(N39~a)	3(N39~a)	   5.92
1(N14)	SZA	   5.92
DILMUN	GAL~a	   5.92
IM~a	TUN3~a	   5.92
NIM~b2	TE	   5.92
GAL~a	U4	   5.91
U4	USZ~a	   5.90
DILMUN	IM~a	   5.90
LAL2~a	NI~a	   5.90
SZA	TUN3~a	   5.90
SUHUR	TUN3~a	   5.88
DILMUN	SZA	   5.88
LAL2~a	SILA3~d	   5.88
N	USZ~a	   5.88
NIM~b2	NI~a	   5.88
2(N39~a)	NAR	   5.86
N	SZUBUR	   5.86
NIM~b2	SILA3~d	   5.86
1(N57)	SZA	   5.85
1(N57)	IM~a	   5.84
GAL~a	N	   5.83
LAL2~a	MASZ2	   5.83
1(N57)	GAL~a	   5.82
A	DUG~b	   5.82
IM~a	N	   5.81
MASZ2	NIM~b2	   5.81
3(N39~a)	6(N14)	   5.81
ISZ~a	NAM2	   5.80
1(N57)	USZ~a	   5.80
N	SZA	   5.79
4(N41)	TE	   5.79
3(N39~a)	KA~a	   5.78
PA~a	ZATU694~c	   5.77
3(N57)	USZ~a	   5.77
3(N39~a)	n	   5.75
6(N14)	NAR	   5.75
1(N14)	LAL2~a	   5.75
3(N57)	SZUBUR	   5.75
KISZ	USZ~a	   5.75
KISIM~a	PA~a	   5.74
KA~a	NAR	   5.73
1(N14)	NIM~b2	   5.73
3(N57)	GAL~a	   5.73
KISZ	SZUBUR	   5.73
LAL2~a	TUN3~a	   5.73
NAGA~a	USZ~a	   5.73
2(N19)	TE	   5.72
2(N01)	USZ~a	   5.71
3(N57)	IM~a	   5.71
DILMUN	LAL2~a	   5.71
GAL~a	KISZ	   5.71
NAGA~a	SZUBUR	   5.71
NIM~b2	TUN3~a	   5.71
PAP~a	USZ~a	   5.70
IDIGNA	NAM2	   5.70
3(N14)	DILMUN	   5.70
SAG	SUKKAL	   5.70
NAR	n	   5.70
GAL~a	PAP~a	   5.69
IM~a	PAP~a	   5.69
2(N01)	SZUBUR	   5.69
2(N14)	USZ~a	   5.69
3(N57)	SZA	   5.69
DILMUN	NIM~b2	   5.69
GAL~a	NAGA~a	   5.69
IM~a	KISZ	   5.69
PAP~a	SZA	   5.68
2(N01)	GAL~a	   5.66
2(N14)	SZUBUR	   5.66
IM~a	NAGA~a	   5.66
KISZ	SZA	   5.66
KI@n	SUKKAL	   5.66
1(N46)	TE	   5.65
3(N39~a)	KASZ~a	   5.64
2(N01)	IM~a	   5.64
2(N14)	GAL~a	   5.64
NAGA~a	SZA	   5.64
SZU2	USZ~a	   5.64
LAL2~a	PAP~a	   5.64
NIM~b2	PAP~a	   5.64
KASZ~c	SUKKAL	   5.63
2(N01)	SZA	   5.62
2(N14)	IM~a	   5.62
LAL2~a	N	   5.62
SZU2	SZUBUR	   5.62
3(N14)	TUN3~a	   5.61
EZINU~d	NAM2	   5.61
2(N14)	SZA	   5.60
GAL~a	SZU2	   5.60
N	NIM~b2	   5.60
